nummer,datum,inhoud,folio nr,register nr,vervolg nr,bron,bijzonderheden,,
9000085,1485-05,"Joest Jansz als man en voocht van Katryn Lourysdochter verkoopt Arijs Nannesz ½ van het huis en erf in de Veerstraat, op tie Beeck, an d'een zijde: Aecht Jacob Mertyns weduwe, an d'ander zijde: mr Pieter Ballinck, achterwerts streckende an Symon Arnttsz [?]. In margine: dit vercoopt Geryt Lourisz ende Steven Aerntsz op teselve dage",12v,1484-1486,XI,G.A. Haarlem Transportregister B Inv F 349,,,
9000086,1485-05,"mr Willem Dircxz verkoopt Jan Jansz een huis en erf op oude Haerlem, an d'een zyde: Claes Dirixz, an d'ander zyde: de Heilige Geest, afterwerts streckende an Rem Jansz smit ",12v,1484-1486,XI,G.A. Haarlem Transportregister B Inv F 349,,,
9000087,1485-05,Evert Pietersz is sculdig Kerstijn Jan van Scragens (!) weduwe C of L R gld (!),12v,1484-1486,XI,G.A. Haarlem Transportregister B Inv F 349,,,
9000088,1485-05,"Gysbrecht Michielsz verkoopt Aechte Lourysdochter een huis en erf in de Doelstraat, an d'een zyde: Jan Meijnsz, an d'ander: Kers Walraven, achterwerts streckende an deselve Kersse. Met Pieter Rosen hand als voogd erkent zij deswege 15½ R gld schuldig te zijn ",12v,1484-1486,XI,G.A. Haarlem Transportregister B Inv F 349,,,
9000089,1485-05,"Willem Henricsz van Rieck als man en voogd van Griet Jansdochter verkoopt aan de Heilige Geestmeesters te Haarlem een rente van 4 R gld op een deel van zijn land dat hij liggende heeft in zes maden, waarop de H. Geest reeds renten bezit, gelegen in de ban van Haarlemmerliede, zuid: Dirc Dircsz, noord: Dirc Dircsz, streckende voor van de Zomerwech opwerts an de Spieringmeer, zoals syn wyfs voirs Griet Jans  deze rente van 4 R gld aanbestorven was bij dode van Jacob Mathijsz  van Rieck,  haer oem, ende  Jacob Mathijsz en zijn vrouw Maritgen Claesdochter daerof den voors. Elisabethgasthuis tezamen gegeven hebben om Godswille 5 R gld renten per jaar, ende naderhand deselve Maritgen den H. Geestmeesters vercoft heeft zulck part eygendom en deel als zij vorder an de voirs. 6 maden lants behielde. Schepenen: Willem jonge Dircsz ende Liclaes Dircsz. Schout: Liclaes Willemz                     ",13,1484-1486,XII,G.A. Haarlem Transportregister B Inv F 349,,,
9000090,1485-05,"Jan Henricsz voor hem zelf en voor zijn broeder Claes Henricsz, die buitens lands is, en als bestorven voogd van Oude Dirck en jonge Dirck, Pieter en Alijt, zijn broederen en zuster, lijt dat Jan Gerijtsz hem voldaan heeft de erfenis hun aanbestorven bij dode van Aef Claesdochter, hoire moeije, in haar leven de voors. Jan Gerytsz geechte wijf        ",13v,1484-1486,XIII,G.A. Haarlem Transportregister B Inv F 349,,,
9000091,1485-05,"Lubbairt Hermansz, van Amsterdam, verkoopt Aef Gysbrechtsdochter een huis en erf op t Cleyne Heijligelant, an d'een zide: Symon Symonsz, an d'ander zide: Jan Snijer, achterwerts streckende an Jacob Willemsz   ",14,1484-1486,XIII,G.A. Haarlem Transportregister B Inv F 349,,,
9000092,1485-05,"de kerkmeesters van St Nicolaeskerk bij Sparenwouderpoirte verkopen aan Guert Roelofsdochter, Geryt Cronen weduwe, en hoir zuster Jan Pietersdochter, 5 R gld per jaar lijftocht [rente] hoir leven lanck. Heffer: Guert, haar leven lang    ",14,1484-1486,XIII,G.A. Haarlem Transportregister B Inv F 349,,,
9000093,1485-05,Jan Jacobsz cuyper schuldig Jan Bron Dircxz 20 R gld   ,14,1484-1486,XIII,G.A. Haarlem Transportregister B Inv F 349,,,
9000094,1485-05,"Dirck Jacobsz en Katrijn Jacobsdochter met haar broeder Dirc voors. als voogd, erkennen dat Pieter Pietersz hun voldaan heeft de erfenis hun aangekomen bij dode haer beijder moeder Alyt Dircsdochter, in haer leven derselven Pieter Pieterzoons geechte wijf        ",14,1484-1486,XIII,G.A. Haarlem Transportregister B Inv F 349,,,
9000095,1485-05,"Willem Symonsz Stickel verkoopt aan mr Andries Aerntsz, de goudsmit, een huis en erf in de Veerstraat, an d'een zide: Symon Berwoutsz, an d'ander zide: Guert Vredericxz en Katryn Willem Bollen weduwe, behoudelic dat Guert Vredericx weduwe de lucht in de koeken niet betymmeren en sal mogen        ",14v,1484-1486,XIII,G.A. Haarlem Transportregister B Inv F 349,,,
9000096,1485-05,"Jacob Haijcxz voor hemselve en voor zyn broeder Claes Haycxz, Egbert Egbertsdochter met de voors. Jacbs hant ende Jan Haijcxz verkopen Jan Claesz cuijper een huis en erf an die Cleyne Houtbrug, an d'een zide: mr Claes de barbier, an d'ander zide: die Graft after streckende an Henric Jacobz Tuijt       ",14v,1484-1486,XIII,G.A. Haarlem Transportregister B Inv F 349,,,
9000097,1485-05,"Jan Pouwelsz verkoopt Symon Claesz ½ van een huis en erf in Sparenwouderstraat, an d'een zyde: Aernt Coenez, an d'ander zide: Geryt van Scagen, afterwerts streckende an die Sperne ",14v,1484-1486,"XIII, XIV",G.A. Haarlem Transportregister B Inv F 349,,,
9000098,1485-05,"Hob Dircxz  en Jan Dircsz, gebroeders, verkopen Jacob Pietersz een huis en erf in de Zylstraat, an d'een zide: Aernt Henricsz, an d' ander zide: Ysbrant vuyten Hage, afterwerts streckende an Jan Jansz van Gheervliet           ",15,1484-1486,XIV,G.A. Haarlem Transportregister B Inv F 349,,,
9000099,1485-05,"Jan Vredericxz verkoopt aan Garbrant Bairtsz een huis en erf in de Gasthuysstraat, an d'een zide: Claes van der Goude, an d'ander zide: Jacob Tymansz, achterwaerts streckende an Jacob Tymansz voors. ",15,1484-1486,XIV,G.A. Haarlem Transportregister B Inv F 349,,,
9000100,1485-05,"Wolf Haijckez verkoopt Gerijt Baertsz de vischcoper een huis en erf an der Stede Vest by St Nicolaeskerck, an d'een zide: Jacob Heyn Bannincxz, an d'ander zide: Wendelmoet Geryt Claesz weduwe, afterwerts streckende an derselver Wendelmoet    ",15,1484-1486,XIV,G.A. Haarlem Transportregister B Inv F 349,,,
9000101,1485-05,"Jacob Jacobsz lijt alzoe Baerthout Reijerz him voirtijts vercoft gehadt heeft een huis mitten erve op die  Voldergraft, an d'een zide: Yeff Pieter slotemakers weduwe, an d'ander zide: Luytgen de lemak[er] en Jan Jelijsz, after streckende an der stede Veste. Ende dat onder scepenenbrieve die hi van de voors. Baerthout daerof hadde. Ende deselve Baerthout him tselve huis weder of gecoft ende him daerof voldaen en betaalt heeft. Hij erkent deze verkoop           ",15v,1484-1486,XIV,G.A. Haarlem Transportregister B Inv F 349,,,
9000102,1485-05,"Jacob Bertolmeusz verkoopt Claes Jacobsz een huis en erf in de Jacopynensteghe, an d'een zide: Pieter Jansz de verwer, an d'ander zide: Jacob Jansz Wit, after streckende an die Beeck   ",15v,1484-1486,XIV,G.A. Haarlem Transportregister B Inv F 349,,,
9000103,1485-05-11,Adriaen Rembrantsz schuldig Wendelmoet Boudedochter 31 £ gr Vls. Onderpand: het Rynscip dat zij hem verkocht heeft. Verleden 11 Mei,15v,1484-1486,XIV,G.A. Haarlem Transportregister B Inv F 349,,,
9000104,1485-05,"Jan Claesz verkoopt Claes Harmansz een huis en erf op die oude Graft, an d'een zide: Huyge Jacobsz, an d'ander zide: Lambert Pietersz, afterwaerts streckende an Symen potters erve     ",16,1484-1486,"XIV, XV",G.A. Haarlem Transportregister B Inv F 349,,,
9000105,1485-05,"Geertruid Jacobsdochter met haar voogd Wolff Haijcxz scheldt quyt de erfenis haar aangekomen bij dode van haar moeder Katryn Jans [?] dochter, doe zij leefde geechte wyf was van haer vader Jacob Gerytsz ",16,1484-1486,XV,G.A. Haarlem Transportregister B Inv F 349,,,
9000106,1485-05,"Jacob Dircsz verkoopt Lambert Volkertsz een huis en erf buyten Scalcwykerpoort, an d'een zide: Jacob Dircsz voors, an d'ander zide: Jan van der Bouchorst, afterwerts streckende an de Spaerne   ",16,1484-1486,XV,G.A. Haarlem Transportregister B Inv F 349,,,
9000107,1485-05,"mr Jacob Jansz de scrijver verkoopt aan Eijbe Jacobsdochter een huis en erf met stege en poirte in Lambert Mueijten straet, an d'een zide: Symon Gysbrechtsz, an d'ander zide: Govert Jansz en Florijs Pietersz tesamen, achterwerts streckende an mr Jacob voors.      ",16v,1484-1486,XV,G.A. Haarlem Transportregister B Inv F 349,,,
9000108,1485-05,"Mathijs Dircxz verkoopt Pieter Symonsz een huis en erf op Bakenessergraft, an d'een zide: Guert Claes Jansz weduwe, an d'ander zide: Jan de Wit, after streckende an deselve Guert mitter halver gevel   ",16v,1484-1486,XV,G.A. Haarlem Transportregister B Inv F 349,,,
9000109,1485-05,"Pieter Pietersz Rijtant verkoopt Mathijs Dircsz een huis en erf in de Clercxstege, an d'een zide: Dirck Joest, an d'ander zide: Pieter Pietersz Rytant voers, achterwerts streckende an die voors. Mathys, behoudelic dat het barchuys staende achter de voors. Pieters huijs sal blyven staende sonder wederzeggen van de voors. Mathys        ",16v,1484-1486,XV,G.A. Haarlem Transportregister B Inv F 349,,,
9000110,1485-05,"Jacob Pietersz Borst aan Claes Pietersz Hals een huis en erf op die oude Graft, an d'een zide: Griete Jan van Riecx weduwe, an d'ander zide: die stege die onder den huse gaet, after streckende mit zyn osendrop an Jacob voors.    ",17,1484-1486,XV,G.A. Haarlem Transportregister B Inv F 349,,,
9000111,1485-05,"Steven de Beer Jansz, als man en voogd van Joest Dircsdochter, is sculdig aan de mater en convent van de Regularissen in Beverwijk, van wegen Katryn Thomas Thomaszdochter, zuster in dit convent, een lijfrente van 10 R gld, haar leven lang, en dat voor haar vaders en moeders erve",17,1484-1486,"XV, XVI",G.A. Haarlem Transportregister B Inv F 349,,,
9000112,1485-05,"de kerckmeesters van de parochiekerck deser stede schuldig aan Aechte Claes Reuwertszdochter en Geerburch Claes Reuijwertsdochter, gezusters, 1 £ gr Vls per jaar lijfrenten hun leven lang        ",17,1484-1486,XVI,G.A. Haarlem Transportregister B Inv F 349,,,
9000113,1485-05,"Lourys Claesz als man en voogd van Jutte Claesdochter voor hemzelf en voor Jelis Jansz, Claes Jacobsz, Thijs Jansz, Aechte Claesdochter, Adriaen Willemsz, Ael Jansdochter, erkent dat Jan Symonsdochter, Dirck Joest de dregers weduwe, hem voldaan heeft de erfenis hun aangekomen bij dode van Dirck Joest voirs, ""huerluyder maech"", in zyn leven man van de voors. Jan Simonsdochter. Borg: Jan Louwez de mandemaker            ",17,1484-1486,XVI,G.A. Haarlem Transportregister B Inv F 349,,,
9000114,1485-05,Claes Lambrechtsz schuldig aan Outger Claesz 50 R gld ,17v,1484-1486,XVI,G.A. Haarlem Transportregister B Inv F 349,,,
9000115,1485-05,Dammas Matheeusz schuldig aan Jan Jacobsz 175 R gld,17v,1484-1486,XVI,G.A. Haarlem Transportregister B Inv F 349,,,
9000116,1485-05,Symon Vredericxz schuldig aan Lysbeth Gerit Claesz weduwe 100 R gld,17v,1484-1486,XVI,G.A. Haarlem Transportregister B Inv F 349,,,
9000117,1485-05,"Geryt Luytgensz vercoopt aan coman Dirc Gherytsz ½ van een huis en erf onderdeelt daer dezelve coman Dirc nu ter tyt in woont, liggende en staende op te Beeck, an d'een zide: Willem Symonsz, an d'ander zide: de Vleeshouderstraet, after streckende an de gemene gevel, die zij tesamen moeten onderhouden   ",17v,1484-1486,XVI,G.A. Haarlem Transportregister B Inv F 349,,,
9000118,1485-05,"coman Dirc Gerytsz verkoopt an Geryt Luytgensz ½ van een huis en erf mitte ½ van den camer met den erve, an malcanderen gelegen in de Vleeshouderstraet, an d'een zide: Jacob Cousmaker, an d'ander zide: de gemene stenen gevel, after streckende an Willem Symonsz, ende mitten utganck gaende an der Beeck",17v,1484-1486,XVI,G.A. Haarlem Transportregister B Inv F 349,,,
9000119,1485-05,"Jacob Vechterz en Jan Vechterz, gebroeders, verkopen aan het Zylklooster een huis en erf in de Zylstraat, an d'een zide: het cloester voors, an d' ander zide: Jacob Thebaut, after streckende an t selve cloester. Vanwege genoemd klooster erkent Symon Jan Claesz sculdig te wesen 95 R gld        ",18,1484-1486,"XVI, XVII",G.A. Haarlem Transportregister B Inv F 349,,,
9000120,1485-05,"Jan Jacobsz aan Dirck Pouwelsz een huis en erf in Sparenwouderstraet, an d'een zide: Wendelmoet Aelbrechtsweduwe, an d'ander zide: Dirck Pouwelsz voors, achterwerts utgaende mit een poort en stege op ten Burchwal   ",18,1484-1486,XVII,G.A. Haarlem Transportregister B Inv F 349,,,
9000121,1485-05,"Dirck Pouwelsz erkent dat hij zijn vader Pouwels Pietersz in de kost genomen heeft zijn leven lang, voor 50 R gld in eens, sterft Dirck vóór zijn vader dan krijgt deze zijn 50 R gld terug   ",18,1484-1486,XVII,G.A. Haarlem Transportregister B Inv F 349,,,
9000122,1485-05,Dirc Willemsz in de Smack schuldig aan Claes Woutersz van der Goude 16 R gld  ,18v,1484-1486,XVII,G.A. Haarlem Transportregister B Inv F 349,,,
9000123,1485-05,"Willem Engbrechtsz en zijn zoon Henric Snel vercopen den outaer en gemene gildebroeders van de scoemakers in de parochiekerk, ½ van de rindtmolen met molenhuis, werf en molenscuyte etc, onderdeelt leggende op Akendam, an alle syden belend door Pieter van Ruyven. Vanwege genoemd gilde erkennen Gheryt Philipsz, Geryt Dircsz, Jan Beyersz en Jacob Claesz Rode schuldig te zyn 150 R gld       ",18v,1484-1486,XVII,G.A. Haarlem Transportregister B Inv F 349,,,
9000124,1485-05,"Geryt Symonsz verkoopt aan Heinrick Gerytsz Fel [Tel ?] een huis en erf in de Bredestraet op de hoek van St Marie Magdalenenstege an d'een zyde, Griet coman Danels weduwe an d'ander zide, achterwaerts streckende an Faes de scoelapper ende Gerijt Pieter Heijnen      ",18v,1484-1486,XVII,G.A. Haarlem Transportregister B Inv F 349,,,
9000125,1485-05,"jouffrou Beatris Aetserts weduwe van Heemstede met Ysbrant Woutersz als voogd en deselve Ysbrant als geset voecht van Katrijn Jacob Jansz dochter met consent van de stad en de naaste vrienden en magen, verkopen aan Aernt Huge van Delf een huis en erf in de Grote Houtstraat, an d'een zide: Claes Hoeft, an d'ander zide: Claes van der Laen, afterwaerts streckende met een schuer an t erve van de voirs. jouffrou Beatrijs en t selve kint, gelijc in sulken schyne alst Jacob Jansz voirs. in synen leven besat en bewoende     ",19,1484-1486,"XVII, XVIII",G.A. Haarlem Transportregister B Inv F 349,,,
9000126,1485-05,Floris Aelbrechtsz is schuldig Pieter Dirck Soeyersz 16 R gld   ,19,1484-1486,XVIII,G.A. Haarlem Transportregister B Inv F 349,,,
9000127,1485-05,"Willem Dircsz verkoopt aan St Maryenclooster by St Janspoort een huis en erf op Bakenessergraft, daert t voors. cloester overal lenden of is. Kathryn Claesdochter, mater van t voors klooster met Symon Gysbrechtsz als voogd, erkent deswege 47½ nobel schuldig te zyn",19,1484-1486,XVIII,G.A. Haarlem Transportregister B Inv F 349,,,
9000128,1485-05,"Lambrecht Volkertsz verkoopt Gysbrecht Taticsz ¼ deel van een huis en erf op ter oude Graft, an d'een syde: St Elisabethsgasthuis [en] Outger de snijder, an d'ander zyde: Griete Paeds weduwe en t selve gasthuys, achterwerts streckende in de Coninxstraat   ",19v,1484-1486,XVIII,G.A. Haarlem Transportregister B Inv F 349,,,
9000129,1485-05,"Claes Jansz van Hogendorp verkoopt aan Rem Claesz Meiers een huis en erf op tie Burchwal, an d'een zyde: Alijt Jan van Hogendorps weduwe, an d'ander zyde: Pouwels Jansz, afterwerts streckende an Zijbrant Jansz      ",19v,1484-1486,XVIII,G.A. Haarlem Transportregister B Inv F 349,,,
9000130,1485-05,"Aechte Pietersdochter met mr Pouwels barbier, haar gecoren voogd, verkoopt aan Willem Claesz ¼ van den huse en erve liggend in de Grote Houtstraat, an d'een zide: Andries Valksz, an d'ander zide: Aelbrecht de smit, achterwerts streckende an Havick Dircsz      ",19v,1484-1486,XVIII,G.A. Haarlem Transportregister B Inv F 349,,,
9000131,1485-05-21,Symon Aerntsz sceepmaker is sculdich Jacob van Assendelft 5 R gld. Verleden 21 Mei 1485,19v,1484-1486,XVIII,G.A. Haarlem Transportregister B Inv F 349,,,
9000132,1485-05,"Lourijs Claesz als man en voogd van Jutte Claesdochter voor zichzelf en voor Jelis Jansz, Claes Jacobsz, Aechte Claesdochter, Adriaen Willemsz en Alijt Jansdochter, verkoopt aan Bertolmeeus van der Meer een huis en erf op t Grote Heiligland, an d'een zyde: Bertolmeeus voors, an d'ander zyde: Brechte Jan Claesz van Riecx dochter, achterwerts streckende an Mergriet Jan Claesz weduwe van Rieck          ",20,1484-1486,XIX,G.A. Haarlem Transportregister B Inv F 349,,,
9000133,1485-05,"Claes Baerntsz verkoopt aan Jacob Jansdochter van der Meer een huis en erf in de Dyckstraat, an d'een zide: Baef de bacsters, an d'ander zide: Wendelmoet vuijter Wyck, achter streckende an coman Garbrant Claesz   ",20,1484-1486,XIX,G.A. Haarlem Transportregister B Inv F 349,,,
9000134,1485-05,"Jan Mertsz Arijs Adamsz de goudsmit in de name van zijn wive Brechte Mertynsdochter, Wolfert Claesz in de naam van zyn vrouw Thiet Mertinsdochter, verkopen aan Jacob Jacobsz van Griecken een huis en erf op Sceepmakersdyck, an d'een zyde: Claes Ysbrantsz en Anthonis Heertgenz tesamen, an d'ander zyde: Nan Symonsz, streckende van de dyck after an de Spaerne                   ",20,1484-1486,XIX,G.A. Haarlem Transportregister B Inv F 349,,,
9000135,1485-05,"Heinrick Snel verkoopt Vechter Garbrantsz Roeper de wester helft van een schuer met erve daer de voors. Henric de oesterhelft of toebehoert, gelegen op de Voldersgraft, an d'een zide: Jan Soijersz, an d'ander zide: Pieter Luijt en Claes Willemsz, afterwaerts streckende an Pieter Luijt en Claes voors.     ",20v,1484-1486,XIX,G.A. Haarlem Transportregister B Inv F 349,,,
9000136,1485-05,"Aernt Pietersz verkoopt aan Claes Dircsz en Govert Jans ½ van een huis en erf in de Grote Houtstraat, an d'een zide: Geryt Dircsz, an d'ander zide: Griet Mathysweduwe, afterwerts streckende an Geryt Dircsz voirs    ",20v,1484-1486,XIX,G.A. Haarlem Transportregister B Inv F 349,,,
9000137,1485-05,"Katrijn Jan van der Meer Janszoonsweduwe met Jan Jansz als voogd verkoopt aan Jan Pietersz een huis en erf in de Jacopynenstege, an d'een zide: Willem Woutersz, an d'ander zide: Symon Woutersz, achterwerts streckende an Jan de Zeelander, mitter uijtganc op die Oude Graft       ",20v,1484-1486,"XIX, XX",G.A. Haarlem Transportregister B Inv F 349,,,
9000138,1485-05,Geryt Pietersz van Aventueren lijt dat zijn broeder jonger Gerijt Pietersz en zijn zuster Geertruid Pietersdochter hem voldaan hebben van de erfenis hun aangekomen bij dode van Pieter Pietersz in zijn leven hoir drier broeder     ,21,1484-1486,XX,G.A. Haarlem Transportregister B Inv F 349,,,
9000139,1485-05,"Jan van Barrhij verkoopt aan Geryt Jan Huijsersz een huis en erf op d'oude Graft op ten hoeck van de Beeck, an d'een zide: de beeck, an d'ander zide: Claes Baertsz, after streckende an Geryts voirs  ",21,1484-1486,XX,G.A. Haarlem Transportregister B Inv F 349,,,
9000140,1485-05,Bertolmeus van der Meer is schuldig Dirc Henricsz 100 R gld    ,21,1484-1486,XX,G.A. Haarlem Transportregister B Inv F 349,,,
9000141,1485-05,Henric Jacobsz is sculdich Havick Dircsz 20 R gld,21,1484-1486,XX,G.A. Haarlem Transportregister B Inv F 349,,,
9000142,1485-05,"Symon Bouwensz verkoopt aan Bertolmeus Bertolmeusz ⅝ van een groot huijs mitten erve, dat midden duer geschoten is, staende in de Valckstege, an d'een zide: Mathys Gerytsz, an d'ander zide: Ysbrant Jansz, achterwaerts streckende an Arijs Pietersz erve       ",21,1484-1486,XX,G.A. Haarlem Transportregister B Inv F 349,,,
