id,datum,naam,inhoud,bron,getuigen,bijzonderheden,,,,,,
1120086,1407-01-14 (1405),"Maarssen, van","de hertog is Dirc van Maerssen schuldig gebleven op het baljuwschap van Middelburch 343 £ 5 sc 3 penn op te bueren Bewesterscelt  van der bede aldaer, tot drie Bamissen en eerstkomend tot elken dage ⅓ deel",R.A.H. Coll Aanw no 70 fol 4/Mem BF fol 3,,,,,,,,
1120087,1420-02-16,"Maarssen, van","Dirc van Maersen Aelberen Henricsz [Aelbaren Henric de Weent] na dode van zijn vader Albert beleend met de hofstede tot Scadenbroec met 20 morgen land [onder Woerden]; 1435-04-13: idem; 1456-12-06: Aelbert van Maerssen na dode van zijn broer Dirc van Maerssen, de helft is lijftocht voor zijn vrouw Agete; 1488-09-20: hij vestigt tbv heer Aernt van Ysselsteyn een rente van 12 R gld op dit goed; 1492-06-24: Dirc van Maerssen na dode van zijn vader Aelbert; hij draagt dit leen over op 1494-04-24",Rep Stichtse Leenprotocollen p 444,,,,,,,,
1120088,1440,"Maarssen, van","Dirc van Maerssen, Amsterdam, rente op Haarlem 11 nobels, 33 £ (195 fol 107v); 1432-1433: (fol 38) van zijn rente van 11 nobel op Haarlem, die hij van heer Gheryt van Zyl over heeft, 36 £ 13 sc 4d; 1435-1436: (fol 79v) rente van 11 nobel 27 £ 2 sc 8d",Thesauriersrekening Haarlem ,,,,,,,,
1120089,1448-1449,"Maarssen, van","jvr Dirc van Maerssen bij Vrederic van Nyevelt, haar mans quitantie, Utrecht: lijfrente op Haarlem, rente van 2 termijnen 30 £ 8sc; 1451-1452: 2 jaar renten 60 £ 16 sc","Thesauriersrekening Haarlem 201 fol 101, 202 fol 32v",,,,,,,,
1120090,1448-1449,"Maarssen, van","Dirc van Maerssen Claesz, Utrecht, lijfrente op Haarlem, 31 £ 7 sc (201 fol 99); 1447-1448: rente 31 £ 7sc (200 fol 72v); 1451-1452: (202 fol 34) betaelt Dirc van Maerssen 1 jaar rente, hem verschenen 1450-05, 31 £ 16sc; item betaelt de erfgenamen van Dirc van Maerssen 1 jaar rente, 31 £ 9sc 4d; 1441-1442: (fol 63v) zijn rente 33 £; 1442-1443: (fol 94) rente 35 £ 4sc; 1446: (fol 27) zijn rente van 1446 11 oude Vlaamse nobelen, maakt 31 £ 7sc",Thesauriersrekening Haarlem,,,,,,,,
1120091,1442-1443,"Maarssen, van","Willem van Maerssen, pentier, 's Hage: van zijn lijfrente verschenen op mei 11 nobel; ""ende alsoo hy een derdendeel van enen jaer oflevich wordt, so is sinen wyve daerof gegeven 45 £""",Thesauriersrekening Haarlem fol 58v,,,,,,,,
1120092,1440,"Maarssen, van","Willem van Maerssen die men noemt Willem pentier, Amsterdam, rente op Haarlem 11 nobels, 33 £ (195 fol 108v); 1435-1436: (fol 79v) Willem pentier zijn rente 11 nobels, maakt 27 £ 2sc 8d; 1437-1438: (fol 58) Willem van Maerssen, rente 30 £ 16sc",Thesauriersrekening Haarlem,,,,,,,,
1120093,1494-03-15 (1493),"Maarssen, van","Jooste Dircksdochter van Maersen wordt na dode van haar oudere zuster Jooste Dircxdochter van Maersen beleend met 6 morgen te Abcoude bij der Holendrecht aan de Groenendijck; hulde doet haar gekozen voogd Adriaen Willemsz de Wilde; zij draagt dit leen vervolgens op tbv Alijt meester Conraet Stael, Joosten natuurlijke dochter, die er vervolgens mee beleend wordt; hulde doet haar neef Jan Duijst; vervolgens maakt zij dit leen tot lijftocht voor haar moeder Joost Dircksdochter van Maersen","R.A.H. 110 Afd Sticht Utrecht fol 8, 5","getuigen: Jacob Clamp, Jan Wijnantsz, Jacob Adriaensz, Willem Jacobs van Assendelff natuurlijk zoon, onze leenmannen",,,,,,,
1120094,1440-07-18,"Maarssen, van","hertog Philips beleent op bijzondere wijze Sarys Reynoutsz door afstand van zijn moeder Marie van Maarsen met het ambacht van Puttershoek, mits zijn broer Jan een derde deel en de moeder een zekere som geld zouden krijgen",Van Mieris Vervolg p 19,,,,,,,,
1120095,,Maarssen,genoemd: Johan Pieter Maarssen en zijn dochter Elisabeth Maarssen,Batavia Illustrata bl 1029,,,,,,,,
1120096,1708-05-13~,Maarssen,getrouwd: Jacob Hendriksz Maarssen weduwnaar van Dirckje Willems met Grietje Willems Horst,Trouwboek Geref Oud-Loosdrecht,,,,,,,,
1120097,1712-06-01,Maarssen,"gedoopt te Nieuw-Loosdrecht Geref: Hendrik, zoon van Jacob Hendriks [Maarsen] en Geertje Willems Horst; 1713-08-27: Willem, ouders idem; 1716-11-08: Hendrik; 1718-01-27: Hendrik; 1719-10-15: Aaltjen, dochter van Jacob Hendrik Meersen en Geertje Willems Horst; 1721-01-01: Aaltjen, ouders idem",DTB Nieuw-Loosdrecht,,,,,,,,
1120098,1534-05-31,"Maarssen, van","Mary Willems Gysbrechtsz dochter van Maerssen draagt 5 maden land op Marcke op Wobbesloot op, geheten Heijn Binnendijcxweijde, belend oost: Jacob Conis saet, west: leengoed gebruikt door Marten Henricsz van Scharwoude, noord: Jan Gerritszsven, zuid: Jan Henricsz weijde, tbv Outger Gerritsz van Marcken die er vervolgens mee beleend wordt; voorwaarde dat Outger te allen tijde de helft van dit leen zal opdragen tbv Jacob Henrichsz, die dan met deze helft beleend zal worden",R.A.H. Coll Aanw 517 fol 42/Egmond D,"getuigen: Vincent Dammasz, meester van de reeckening, Pieter Bol, auditeur",,,,,,,
1120099,1326-03-18 (1325),"Maarsenbroek, van","leen van Amstel: een hoeve land in Maersenbroeck, noordwaarts van de Proestweteringe, die heer Thomas van Maersenbroeck van de heer van Amstel hield, komt aan zijn zoon Heynric Splinter Thomasz",R.A. H. no 34 fol 19 slecht afschrift van Reg EL 31 fol 4v,,,,,,,,
1120100,1332-02-04,Maas,"enige edelen keren het geld, ontvangen als zoen voor degenen die in Veere dood bleven, aan 4 verwanten van de gedoden uit: 08) Clays Parysz, Daniel die asich, Clays Maessenz en Jonys Katelinenz, samen vanwege de dood van Willem Parysz van Nortich, 90 £ Tourn",Van Mieris II bl 510,,,,,,,,
1120101,1339,Maas,"grafelijk leen in Rijnland: no 37) 15 morgen in Alphenrehorn in de woning van Willem van Leeuwen, belend noord: de Rijn, oost: heer Dirk van Brederode, zuid: Jacob Maasz, west: Willem van Leeuwen samen met zijn moeder; 1330-05-17: belend zuid: Floris Maasz",Ons Voorgeslacht 06-1987 p 403,,,,,,,,
1120102,1346~,Maas,vermeld als belending van Ghisebrecht Stoep te Alfen: Philips Jan Maesz ,Bijdr Hist Gen jg 1901 bl 145,,,,,,,,
1120103,1377-12-18,Maas,hertog Albrecht verbant allen die Masekyn Willemsz en Symon van Blomenvenne geholpen hadden bij de opstand binnen Haarlem en verklaart hun goederen verbeurd,Van Mieris III p 340,,,,,,,,
1120104,1393,Maas,Raad van Dordrecht: Willem Maes ,Balen: Dordrecht p 279,,,,,,,,
1120105,1403,Maas,schepen van Sluis: Baudwin Maes,De Raadt II p 40,,,,,,,,
1120106,1480-1482,Maas,Wouter Maes c.s. trachtte na de dood van Karel de Stoute de macht in Gouda in handen te krijgen,Grote Raad Mechelen Beroepen Holland II dossier 120,,,,,,,,
1120107,1398,Maas,heer Claas Maas woonde te Oosterland in Zeeland,Batavia Illustrata bl 910,,,,,,,,
1120108,1266-02-22,Maas,"baljuw van Zuidholland, rechter, schepenen en raden van Dordrecht bepalen dat geen poorter aan vreemden mag vergunnen op zijn naam te varen, ter verkorting van 's graven tolrechten",v.d. Bergh II no 132,"Ripartus, Gerardus Troest, Ghibo zoon van Gertrudis, Rike Everart, Vrodo Godekini Vrodenz, Lambertus gener Clawardi, Petrus zoon van Wigerus, Sybrandus gener Johannis, Vrodekinis gener Th. de Mosa [Maas], Vader, Allardus, Fredericus en Henricus Sus, Hermannus de Wardis, Willelmus Dukinc, Hugo zoon van Segerardis, Giselbertus Alyenzoon",,,,,,,
1120109,1316,Maas,"ontvangen van landhuur ten [s Graven]sande in het Oudelant: Dammaes weduwe van der Mase, 12 sc 6d",Rek Hen Huis I p 27,,,,,,,,
1120110,1633-03-15,Maas,"leen van Vianen: no 712B) een hof ten westen van de stad Vianen, belend oost: de leenman Corneilis Prins Cornelisz, west: Pel Jansz Maas, beleend Cornelis Prins Cornelisz c.s. bij dode van hun moeder Antonia Cornelisdochter",Ons Voorgeslacht 07-1988 p 325,,,,,,,,
1120111,1377,Maesdyc,"Jan Maesdyc van Sophie Spernemans renten van het jaar 1376, 50 sc en van 1377 50 sc",Rek Rentmeester Kennemerland 820 fol 16,,,,,,,,
1120112,1258-10-10,"Maasland, van","Hendrik heer van Voorne vergunt aan Troveys van Maasland enig leengoed aan het Duitse huis te verkopen, tussen Gaweghe et Boummaere [Bodemare ?]; Troveis verkoopt vervolgens ""mansum situm ex boreali parte terminorum supradictorum et decem virge aggeris ad mansum nominatum, pertinebunt"",  die bij mansionem de Woerd liggen",v.d. Bergh II Nal no 31,,,,,,,,
1120113,1270-06-28,"Maasland, van","een hoeve land gelegen in Maeslant van Daniel de Velde, komt aan Johannes de Hoeve; verder genoemd: Reginboldus zoon van Floris van Maaslant, militis",v.d. Bergh II no 203; Batavia Illustrata bl 1202,,,,,,,,
1120114,1272-06-29~,"Maasland, van","graaf Floris V geeft aan het Duitse huis te Leiden land Utdic geheten, gelegen tussen Gerardus de Wateringhe en Hedwini Florentii filii Joenarse [van Maasland], tussen parochia de Maselant en aggerem ibidem, Hoefland",v.d. Bergh II no 234,,,,,,,,
1120115,1295-05-05,"Maasland, van",de abt van Egmond beleent Jonas dictus Taerse met de 8 morgen agrorum in Maselant die wijlen abt Lubbert aan diens vader Johannes dictus de Maselant in leen had gegeven,v.d. Bergh II no 907,"Thomas de Noirtich, Petrus de Schye, Loef de Egmunda",,,,,,,
1120116,1295,"Maasland, van","Giselbertus uten Goye ruilt met het kapittel van St Pieter te Utrecht een vroeger aan het kapittel verkochte hoeve land over de Lek, vroeger aan Rampo van Maasland toebehorende, tegen 14 morgen land, Vrijtgras genoemd, strekkende van de weg naar het land Word, die hij weer van het kapittel in erfpacht neemt",Catal Arch Kapittel St Pieter no 595,,tussen akten over Hagestein,,,,,,
1120117,1316,"Maasland, van","afterstal van landhuur in Mazeland: Gherid Maslant, 7 £ 2sc",Rek Hen Huis I p 116,,,,,,,,
1120118,1597-01-03,"Maasland, van","Sophia Engelbertsdochter van Maasland, weduwe van dr Johan Basius, wordt moeder van het fraterhuis te Delft; zij sterft 1598-09-27",Bortet: Delft p 480,,,,,,,,
1120119,1404-04-01,"Maastricht, van","leen van Vianen: no 635 gesplitst in A en B: 635B) de helft van het leen jaarlijks 30 Gelrese gld waard, Imme dochter van Hubert van Bloemendaal, gehuwd met Hendrik van Maastricht, vader van Imme; 1420-01-11: Imme van Bloemendaal",Ons Voorgeslacht 07-1988 p 281,,,,,,,,
1120120,1409-02-12,"Maastricht, van","leen van Vianen: no 625) ""de Geer"" tussen het huis Bloemendaal en de Lakenvelder kade, waarvan de helft gemeen ligt met Jan Herbarensz , heer Jan van Vianen broer van de leenheer, na overdracht door Maestricht voor Imme dochter van Hubert van Bloemendaal, met de helft",Ons Voorgeslacht 07-1988 p 276,,,,,,,,
1120121,1520-09-13,"Maat, van der ","leen van Vianen: no 637) Lexmond, halve hoeve in Achthoven, Dirc Jan Arnoutsz, belend boven: Claas van der Maat c.s, beneden: de leenman met de kerk van Tienhoven; 1537-05-19: Cors Claasz na overdracht door Dirc Jan Arnoutsz, belend boven: Claas van der Maat c.s.; 1539-06-10: Dirc Jansz Stout na overdracht door Cors Claesz van der Maat, waarna overdracht aan Antonis Jacobsz",Ons Voorgeslacht 07-1988 p 282,,,,,,,,
1120122,1634-12-16,Maatsuijcker,"huwelijk Amsterdam: Jan (van) Maatsuijcker, dr in de rechten, van Amsterdam, oud 28 jaar met zijn oom Matheus Faes, wonende aan het Nieuwe Sijtskerkhoff en Haasgie Berckmans, van Amsterdam, oud 24 jaar, tegenwoordig wonende te Alkmaar",G.A.Amsterdam DTB 765 fol 30v,,,,,,,,
1120123,1350~,Makedoer,goederenlijst Marienweerd (< 1384): goederen vallend onder de uithof Maymonde in Naeldewikerambacht: 5 jugera van heer Ja[cob Makedoer] ,Goederenlijst Marienweerd ,,,,,,,,
1120124,1332-05-11,Makedoer,"Willem van der Woert, ambachtsheer van Naaldwijk, oorkondt dat heer Jacob Makedoer aan zijn broer heer Jan Makedoer schenkt, tbv de abdij Marienweerd, 5 ½ morgen land gelegen voor Gerard Bakenz [te Naaldwijk], belend noord: Jan Bartelmeusz, oost: Gerrit Claesz, zuid: Jan Persijn, west: Marienweerd, en voor het gerecht van Naaldwijk overdraagt",Cartul Marienweerd no 404,,,,,,,,
1120125,1344-11-07,Makedoer,"Willem van Naaldwijk, ridder, maarschalk van Noord Holland en Aernt Nachtegale, schout en richter binnen Naeldwijk oorkonden dat Herborch weduwe van Hughe Makedoer, Lisebeth x Dirc de Jagher, Hasekyn x Aernt de Brune afstand doen van al hun rechten op 5 morgen land, dat Hughe Makedoer en zijn zoon heer Jacob schonken aan Marienweerd, en bepalen dat dit bestemd zal zijn voor zielmissen voor hun ouders en broer",Cartul Marienweerd no 536,,,,,,,,
1120126,1218~,"Macharen, van","Albert van Cuyk constateert giften aan de abdij Berne, geschonken door Albert van Dinther en Amelricus van Heeswijk, ""quidam miles, Heidenricus de Machare habuit in Bernehese""",De Fremery no 48,,,,,,,,
1120127,"1363, 1368",Machelmi,schepen van 's Hertogenbosch: Henricus Machelmi,Navorscher jg 1890 p 580/De Raadt II p 400,,,,,,,,
1120128,1423~,"Maelre, de","leenregister Culemborg: Gerit van den Damme 7 hont land van de Olde A ingemeten, belend boven: Gerit van den Damme, beneden: Gerit die maelre",Leenregister Culemborg fol 97,,,,,,,,
1120129,1377-1378,"Maat, van der ","rekening bisschop van Utrecht: pachtgoed te Werconden van de Borchoeve en van het goed ter Maet: Peter van der Maet, 5 marc, 11 loet silvers 3 pl; 1378-1379: 24 morgen verpacht aan Aernt Schive voor 9 marc silvers",Codex Dipl Neerl 2e serie dl 2 p 255,,,,,,,,
1120130,1376,"Maat, uter","Lambert van Duyst, Goswin die Dolsche, Gisbert Fey, Arnould de Ghijer, curé de Haeften, Boniface Maurissenz en Pierrre uten Werde promettent que Jean uter Maet se trouvera, le dimanche après le jour d'apôtre St Jacques, vivant au mort, à Werdenberch op ten oversten huys à la dispostion du seigneur de Waardenburg, ou de ses héritiers; et ne s'en vra pas, hi en is ijrst besmeedt met hout ende met ijser, faute de quoi ils paieraient, audit château, dans les 28 jours, à partir dudit dimanche, 300 vieux écus à Alard van Weerdenberch, Gautier van Overryn et Thierry de Roever",De Raadt I p 404,,,,,,,,
1120131,1516,"Maat, van der ",lid van het St Jorisgilde te Harderwijk: Willem van der Maet,Wapenheraut jg I: 16,,,,,,,,
1120132,1370,"Macheren, van","tienden tussen Maas en Waal, in Leeuwen: Johannes de Macheren solvit 13 scuta antiqua en 3 plac per Joh de Macheren",Quellen Stift Xanten p 561,,,,,,,,
1120133,1374-1375,Makop,"Heynric Makop, die stalen die der moneken waren, 3 £ 2sc",Rek Rentmeester Kennemerland 818 fol 11,,,,,,,,
1120134,1460-1473,Madder,"schepen van Alkmaar: Jacob Dirc Mader (Madder van der Graft), met zijn zegel",G.A. Alkmaar Lade 9 vak 5,,,,,,,,
1120135,1600~,Madder,"lijst van capitale leningen ten laste van de stad Alkmaar, wesende de interessen van wege het gemene land gerembourseert: verschijndag 06-19, Willem Cornelisz Madder aan Aefje Madders, fl 495 - fl 19-16",Arch. Gecommiteerde Raden van het Noorderquartier Inv 51,,deze lijst volgt onmiddellijk na de lening van 1654-07-03,,,,,,
1120136,1462-1473,Madder,"schepen of burgemeester van Alkmaar: Jacob Madder van der Graft (o.a. 1468-03-14, met zegel; 1473-09-17); 1518-04-30: Jacob Madder, capelmeester van OLVr kapel te Alkmaar",Bruinvis: Alkmaar p 27,,,,,,,,
1120137,1470-1475,Madder,Jacob Madder kerkmeester te Alkmaar tijdens de herbouw van de kerk,Kronyk Alkmaar 1725 p 89,,,,,,,,
1120138,1548-01-16,Madder,"Ghuijert Jansdochter weduwe van Jacob Pietersz alias Madder met haar oudste zoon Pieter Jacobsz als voogd, vestigt rente op haar huis en erf te Alkmaar",O.R.A. Alkmaar 309 fol 148v,,,,,,,,
1120139,1561-01-29,Madder,"Lysbeth Henricsdochter weduwe van Jan Jacobsz Madder koopt een jaarlijkse pacht op een huis en erf te Alkmaar; 1562-07-07: de weduwe van Jan Madder, belend; 1563-10-09: als hiervoor; 1564-07-31: belend; 1567-05-16: zij koopt rente op een huis en erf te Alkmaar","O.R.A. Alkmaar 309 fol 12v, 37, 63v, 80v, 134v",,,,,,,,
1120140,1563-06-06,Madder,"Jacob Jacobsz Madder, schepen van Alkmaar (ook 1563-12-28); 1564-11-21: Jacob Madder, zijn erfgenamen belend; 1566-05-22: belend; 1566-12-04: Jacob Madder, belend; 1568-01-22: schepen (fol 127, 149v); 1568-04-08: Jacob Madder belend; 1568-04-15: Jacob Madder, test voogd van het testament van Jacob Willemsz brouwer","O.R.A. Alkmaar 309 fol 37, 85, 115, 127, 149v, 154, 155",,,,,,,,
1120141,1564-06-02,Madder,Joost Madder belend te Alkmaar; 1565-05-20: Joost Jacobsz Madder vestigt rente op zijn woonhuis,"O.R.A. Alkmaar 309 fol 70/76v, 93v",,,,,,,,
1120142,1576-04-24,Madder,de kinderen van Jacob Jacobsz Madder verkopen aan de stad Alkmaar een boomgaard met het huis daarop aan de Vijversloot (afgebroken in het beleg),Bruinvis: Aanv Inv Arch I p 90,,,,,,,,
1120143,1582-01-06,Madder,"bedankt voor vroedschap van Alkmaar: Jacob Jacobsz Madder; 1571: burgemeester; 1570: Jan Jacobsz Madder,schepen te Alkmaar; 1571-06-07: memoriemeester; 1561, 1566: thesaurier van Alkmaar, in 1566 was hij wel benoemd doch deed geen dienst","Bruinvis: Alkmaar no 128, p 18, 27, 33",,,,,,,,
1120144,1587-05-01,Madder,"de kinderen van Jacob Madder belend te Alkmaar; 1588-01-27: Jacob Jacobsz Madder mede namens zijn zusters Marytgen en Neeltgen Jacobs, verkoopt huis en erf te Alkmaar; 1589-04-12: de erfgenamen van Jacob Madder belend te Alkmaar; 1603-06-23: als hiervoor","O.R.A. Alkmaar 133 fol 54, 96, 228v, 139 58v",,,,,,,,
1120145,1588-01-09,Madder,Lysbeth Henricsdochter weduwe van Jan Madder koopt  camer en erf te Alkmaar; 1588-11-06: belend,"O.R.A. Alkmaar 133 fol 90, 154",,,,,,,,
1120146,1588-02-01,Madder,Cornelis Jacob Madder belend te Alkmaar; 1588-11-15: idem,"O.R.A. Alkmaar 133 fol 98v, 155v",,,,,,,,
1120147,1353-1387,Maddijn,"schepen van Dordrecht: Jan Maddyn Allardz (1356-01-16, 1356-01-27, met zijn zegel; 1357-01-27, 1374-04-13, 1387-04-17)","Balen: Dordrecht p 274, 276, 278",,,,,,,,
1120148,1268,"Made, van der","Bartholomeus van der Made, patroon en stichter van de parochiekerk te Delft, regelt een geschil met de parochiepaap aldaar","Bortet: Delft p 136, 316",,,,,,,,
1120149,1277-11-01,"Made, van der","Bartholomeus van der Made, jus patronatus ecclesiae de Woude",v.d. Bergh II no 349,,,,,,,,
1120150,1282-11<,"Made, van der","Bartholomeus van der Made houdt in leen: 1) de tiende van Delft met de gift van de kerk; 2) 24 £ uit de bede van Pijnacker; 3) zijn woning en land tussen de Delft en de Maasscloet, 15 morgen op t Wout; 4) 6 £ op t Wout aan land; 5) te Monster een korentiende bij de kerk; 6) een hoeve land in Maesland; 7) 2 £ uit de bede van Scie; 8) 1£ in Biselant; 9) 10 morgen die hij verleend heeft aan Hughe de Rode; - 32 jugera bij Bartholomeus huis worden in leen gehouden door de heer van Wassenaer","De Fremery no 228 (nrs 44, 2)/Bijdr Hist Gen jg 1901 p 189",,,,,,,,
1120151,1289-09-01,"Made, van der","Aleid abdis van Rynsburg, Henricus capellanus de Lausdunen, Johannes filius dominae Nannae, Henricus Beien et Heisebrandus de Made, erkennen van de abdij ter Does 10 £, door haar aan wijlen mr Gerard van Leyden verschuldigd, te hebben ontvangen",De Fremery no 259,,,,,,,,
