nummer,datum,plaats,verkoper,koper,omschrijving,belending,bron,opmerkingen,,
5010065,1546-12-31,Heemskerk,,,"de prins van Oranje beleent Gerrit heer van Assendelft na opdracht uit eigen goed, bruiker Louris Willem Arisz, met: 20) een halve hoeve, gelegen an den Hi[o?]llenbeeck, daer die andere helft of toebehoort aan de erfgenamen van Willem Arysz, groot voor mijn portie 126 roeden, door mijn moeder gekocht van de erven van Floris van der Bouchorst, Gysbrecht van der Bouchorst, Gysbrecht van Zwieten en de weduwe Gerrit van Schoten     ",,Cartul Assumburg~,VII,,
5010066,1532-11-28,Heemskerk,Willem van der Bouchorst Florisz (uit het bezit van zijn voorouders van Swieten) ,,⅛ deel van een acker ,noordwest: Bouwen Willemsz met de croft voor zijn huis; noordoost: Bouwen Willemsz; zuidwest: die Kerkwech; zuidoost: Trijn Garbrantsz en Claes Gherijtsz ,Cartul Assumburg~,V 10 ,,
5010067,1534-05-20, Heemskerk,    ,,"heer Gerrit van Assendelft gaat een deling aan met Gysbrecht van der Bouchorst, Gysbrecht van Zwieten, Lutgart van Swieten weduwe Gerrit van Schoten; heer Gerrit ontvangt: een acker an Bouwen Willemsz croft, houdende ca drievierendeel rogsading    ",noordwest : Bouwen Willemsz; noordoost: Bouwen Willemsz; zuidwest: de Kerkwech  ,Cartul Assumburg,V 10 ,,
5010068,1546-12-31,Heemskerk,,,"de prins van Oranje beleent Gerrit heer van Assendelft, na opdracht uit eigen goed, met: 21v) een acker gelegen zuidoostwaarts van Bouwen Willemsz croft, groot 127 roeden 6 voeten, gekocht door mijn moeder van de erfgenamen van Floris van der Bouchorst, Gysbrecht van der Bouchorst, Gysbrecht van Zwieten en de weduwe Gheryt van Schoten; bruiker: Louris Willem Arisz       ",,Cartul Assumburg,V 10,,
5010069,1532-11-28,Heemskerk,Willem van der Bouchorst Florisz (uit het bezit van zijn voorouders van Swieten) ,,⅛ deel van een acker lants tussen de Wyckweg en de Kerkweg ,noordwest: de pastoor van Heemskerk; zuidoost: dat aelmislant dat Allert Gherijtsz vervoecht ,Cartul Assumburg~,VIII 90 ,,
5010070,1534-05-20,Heemskerk,,,"heer Gerrit van Assendelft gaat een deling aan met Gysbrecht van der Bouchorst, Gysbrecht van Zwieten, Lutgart van Swieten weduwe Gerrit van Schoten; heer Gerrit ontvangt: o.a. een cleijn strengetgen, houdende ½ achtendeel rogsadinge tussen die Wykweg en die Kerkweg  ",noordoost: de pastoor van Heemskerk; zuidoost: die aelmisacker die Allert Gherytsz bevoecht ,Cartul Assumburg~,VIII 90 ,,
5010071,1546-12-31,Heemskerk,,,"de prins van Oranje beleent Gerrit heer van Assendelft, na opdracht uit eigen goed met: 22) een stuck lants gelegen tussen de Wyckerwech en de Kerkweg, groot 71 roeden 7 voeten, gekocht door mijn moeder van de erfgenamen van Floris van der Bouchorst, Gysbrecht van der Bouchorst, Gysbrecht van Zwieten en de weduwe Gheryt van Schoten; bruiker: Louris Willem Arisz       ",,Cartul Assumburg,VIII 90,,
5010072,1534-05-20,Heemskerk,,,"Gheryt van Assendelft gaat een deling aan met Gysbrecht van der Bouchorst, Gysbrecht van Zwieten, Lutgart van Swieten weduwe Gerrit van Schoten; heer Gerrit ontvangt: 2v) een weijde gelegen zuidoostwaarts van de voorschreven croft gelegen achter het huis dat Cornelis Heynricsz altans bewoont, groot 1 gars; bruiker Willem Willemsz   ",,Cartul Assumburg,,,
5010073,1546-12-31,Heemskerk,,,"de prins van Oranje beleent Gerrit heer van Assendelft, na opdracht uit eigen goed, met: 23v) een stuck lants gelegen achter het huijs van Cornelis Heynricsz erfgenamen, groot 1,5 morgen 320 roeden         ",noordoost: een gemaecte laen om te gaen nae die Maedwech; zuidoost: die (Zuid) Maedwech; zuidwest: een laen die men naar t huijs te Haerlem gaet ,Cartul Assumburg~,,,
5010074,1528-02-24,"Heemskerk, Jan Aertsz campgen",Floris heer van Wyngaarden (hem en zijn voorouders aangekomen uten huyse van Swieten) ,"Alyd van Kyfhoek, douagiere van Assendelft"," ¼ van alsulck deel als ick met Gysbrecht van Swieten, Lutgart van Swieten (weduwe Gerrit van Schoten), Gysbrecht van der Bouckhorst en de kinderen van wijlen Floris van der Bouckhorst, heb leggen in Jan Aertszoonscampgen; gebruict bij Jan Claesz en Sijmon Claesz, wonende te Heemskerk an t velt, daer mijn deel of beloopt 10 st per jaar        ",,Cartul Assumburg,II 52 ,,
5010075,1534-05-20,"Heemskerk, Jan Aertscamp",,,"heer Gerrit van Assendelft gaat een deling aan met Gysbrecht van der Bouchorst, Gysbrecht van Zwieten, Lutgart van Swieten weduwe Gerrit van Schoten; heer Gerrit ontvangt: o.a. 2 geersen in Jan Aertsz campgen; bruiker: Willem Willemsz      ",,Cartul Assumburg,II 52 ,,
5010076,1532-11-28,"Heemskerk, Jan Aertszoonscampgen","Willem van der Bouchorst Florisz(uit het bezit van zijn voorouders van Swieten), zijn portie in de huur 25 st ","Gerrit heer van Assendelft; bruiker: Willem Willemsz en Symon Claesz, het geheel voor 2 Kar gld per jaar ","⅛ deel in 2 geersen lants in Jan Aertszoonscampgen, groot 7 geersen, daarvan 5 toebehoren aan de kinderen van Wijck te Utrecht, het geheel beleend; bruiker: Willem Willemsz en Symon Claesz, het geheel voor 2 Kar gld per jaar     ","noordwest: de heer van Assendelft met ""die ""Ghier""; oost: de heer van Assendelft met ""Sebelencamp""; zuidwest: de heer van Assendelft met ""Vredericsvenne""; zuid-oost: de heer van Assendelft en Margriete Maerten Dircsz weduwe met een stuk land geheten ""die Overmaeden""   ",Cartul Assumburg,II 52 ,,
5010077,1546-12-31,"Heemskerk, Jan Aertszcampgen",,,"de prins van Oranje beleent Gerrit heer van Assendelft, na opdracht uit eigen goed, met: 24v) 2 geersen lants gelegen in een camp, geheten ""Jan Aertszcampgen"", groot 7 geersen, waarvan de andere 5 geersen toebehoren aan de kinderen van Wijck tot Utrecht; ende beloopt mijn portie 430 roeden. In pacht bij Willem Willemsz       ",,Cartul Assumburg~,II 52,,
5010078,1528-02-24,"Heemskerk, Heckmervenne",Floris heer van Wyngaarden (hem en zijn voorouders aangekomen uten huyse van Swieten) ,Alyt van Kyfhoek douagiere van Assendelft,"½ van ¾  delen van den Heckcommervenne, gelegen aan dat voorschreven veer, gebruick geweest bij Jan Claesz en Symon Claesz, per jaar voor 43 Rgld, daar mijn portie of beloopt 16 Rgld 2,5 st. De wederhelft van dit land behoort toe aan Gysbrecht van der Bouchorst c.s; en het ander ¼ deel behoort toe aan Gysbrecht van Swieten en Lutgart van swieten weduwe Gerrit van Schoten tesamen       ",,Cartul Assumburg,V 3,,
5010079,1532-11-28,"Heemskerk, Heckmerven","Willem van der Bouchorst Florisz (uit het bezit van zijn voorouders van Swieten), zijn portie in de huur bedraagt 8 Kar gld 1 st 1 oort (?)",Gerrit heer van Assendelft, ¼ van ⅔ deel van Heckmerven; het geheel bruiken Willem Wiilemsz en Symon Claesz sjaars voor 43 Kar gld ,noordwest: Andries Boelesz erfgenaam tot Amsterdam; zuidoost: het veer op Uitgeest; zuidwest: de tarweacker met de hofstede daer Willem Willemsz nu op woont en toe te behoorde aan Jan Vroukenz  ,Cartul Assumburg~,V 3,,
5010080,1534-05-20,"Heemskerk, de twee Heckmervennen",,,deling van goederen: onverdeeld blijven de 2 Heckmervennen daer Gerrit heer van Assendelft in heeft ½ en ⅓ in de drie derde delen; Gysbrecht van der Bouchorst ¼ deel van 3 delen; Gysbrecht van Zwieten met zijn zuster Lutgart van Swieten weduwe Gerrit van Schoten ¼ deel van het gehele land  ,,Cartul Assumburg,V 3,,
5010081,1546-12-31,"Heemskerk, de Heckmervennen",,,"de prins van Oranje beleent Gerrit heer van Assendelft, na opdracht uit eigen goed, bruiker: Willem Willemsz en Dirck Baertsz, met: 25) twee stucken lants beijde geheten die Heckmervennen gelegen aan de noordwestzyde van het veer, daer Gysbrecht van Zwieten en de erfgenamen van de weduwe van Gerrit Schoten, zijn zuster, ¼ deel in hebben en die erfgenamen van Gysbrecht van der Bouckhorst ¼ deel; groot voor mijn portie 4 morgen 174 roeden                ",,Cartul Assumburg~,V 3,,
5010082,1551-04-05 en 20 ,"Heemskerk, de Herckmervennen","Aernt Willem Philipsz, procuratie dd 5 april van de erfgenamen van jvr Marie Pietersdochter weduwe Gysbrecht van der Bouckhorst   ",heer Gerrit heer van Assendelft; bruiker Willem Willemsz  ,"½ van de drie delen in ¼ deel van twee stucken lands geheten die Heckmervennen, metter hofstede daer Willem Willemsz op woont      ",noordoost: de Hecksloot; zuidoost: dat veer dat men nae Uytgeest vaart; zuidwest: die Tarwacker [er staat Tarnwacker]; noordwest: de erfgenamen van Andries Boelesz tot Amsterdam       ,Cartul Assumburg,V 3,,
5010083,1546-12-31,Heemskerk,,,"de prins van Oranje beleent Gerrit heer van Assendelft, na opdracht uit eigen goed, met: 26) een croft zaijlants gecomen van Jan van Assendelft, mijn oudoom, achter de wal daer die molen tot Eemskerk nu laestwerff gestaen heeft, groot 2,5 morgen 66 roeden 9 voet; bruiker: Machteld Heynric Dircsz weduwe           ",,Cartul Assumburg~,,,
5010084,1546-12-31,Heemskerk,,,"de prins van Oranje beleent Gerrit heer van Assendelft, na opdracht uit eigen goed, met: 27) een stuck lants, twelck ick hier voertyts gecoft hebbe tegens Gielis Aelbrechtsz uijte Beverwyc, groot 1,5 morgen 321 roeden 10 voet; bruiker: Floris Pietersz                  ",,Cartul Assumburg~,XI 22,,
5010085,1527-02-18,Heemskerk,Gillis Aelbrechtsz en Cornelis Symonsz , Gerrit heer tot Assendelft ,"een stuk land in de ban van Heemskerk, dat nu ter tijd bruikt Pieter Heynricsz en Meynard Florisz   ",noord: Jan Aelbertsz c.s; oost: die Schoubeecke; zuid: Pieter Heynricsz; west: die Scilpweg ,Cartul Assumburg,XI 23,,
5010086,1546-12-31,Heemskerk,,,"de prins van Oranje beleent Gerrit heer van Assendelft, na opdracht uit eigen goed, met: 28) een stuck lants, bij mij oock gecoft tegen die voorschreven Gielis Albrechtsz, groot 1,5 morgen 102 roeden 4 duim; bruiker: Meynert Florisz                     ",,Cartul Assumburg~,XI 23,,
5010087,1533-07-13,"Heemskerk, in de Hem",Aelbrecht die Weendt,Maerten Gerritsz,een mad land  in de Hem,noord: Pieter Heynricsz; oosten: die Dije; zuid: de schout van Uitgeest; west: de commandeur te Haerlem   ,Cartul Assumburg,III 15,,
5010088,1533-07-13,"Heemskerk, in de Hem",Maerten Gheritsz,heer Gerrit heer van Assendelft,"1 mad hooylants, gelegen in de Hem  ","noord: Heynric Bartelmeusz; oosten: die Dije; zuid: een priester van Amsterdam, bruict de weduwe Pieter Claesz van Cronenburch; west: de commandeur van Haerlem",Cartul Assumburg,III 15,,
5010089,1546-12-31,Heemskerk,,,"de prins van Oranje beleent Gerrit heer van Assendelft, na opdracht uit eigen goed, met: 29) een mad land in de Hem, groot 476 roeden 6 voeten, hier voertijts gecomen van Aelbrecht die Weendt en nu gebruict bij Lysbeth Jan Hugensz weduwe                       ",,Cartul Assumburg~,III 15,,
5010090,1533-07-13,"Heemskerk, in de Hem",Aelbrecht die Weendt,Maerten Gheritsz,1 mad gelegen in de Hem,"oost: die Dije; zuiden: een priester tot Amsterdam, bruict de weduwe Pieter Claesz van Cronenburch; die commandeur van Haarlem  ",Cartul Assumburg,,,
5010091,1533-07-13,Heemskerk,Maerten Gheritsz,heer Gerrit heer van Assendelft ,een mad in de Hem,"noord: Pieter Heynricsz; oosten: die Dije; zuiden: Claes Jansz, schout van Uitgeest; westen: die commandeur te Haerlem   ",Cartul Assumburg,,,
5010092,1533-06-06,Heemskerk,Aelbrecht die Weendt,"Jacob Pietersz, Hubert Pietersz, Dirck Pietersz  ",een mad hooilands,noord: die Castricummer waterweg; oost: die Maedweg; zuid: de pastoor van Castricum; west: Jan Duvesz ,Cartul Assumburg,III 8,,
5010093,1533-07-13,Heemskerk,"Jacob Pietersz, Hubert Pietersz, Dirck Pietersz  ",heer Gerrit heer van Assendelft,een mad lants  ,noord: de Castricummer waterweg; oost: die [Noord] Maedweg; zuid: de pastorie van Castricum; west: Jan Duvesz ,Cartul Assumburg,III 8,,
5010094,1546-12-31,Heemskerk,,,"de prins van Oranje beleent Gerrit heer van Assendelft, na opdracht uit eigen goed, bruiker: Maerten Gerritsz, met: 30) een mad lants ook gelegen in de Hem, groot 400 roeden gecomen van Aelbrecht die Weendt                      ",,Cartul Assumburg~,III 8,,
5010095,1533-06-06,Heemskerk,Aelbrecht die Weendt,"Jacob Pietersz, Hubert Pietersz, Dirck Pietersz  ",3 geersen hooiland,noord: de Maedwech; oost: de abt van Egmond met de procurator van Beverwijc; zuid: Anna Claesdochter; west: Jan Duyvesz ,Cartul Assumburg,,,
5010096,1533-07-13,Heemskerk,"Jacob Pietersz, Hubert Pietersz, Dirck Pietersz  ",heer Gerrit heer van Assendelft,3 geersen lants,noord: die Maedtwech (die Noordmaadweg); oost: de abt van Egmont mitten Reguliers in die Beverwijc; zuid: Anna Claesdochter; west: Jan Duvesz ,Cartul Assumburg,,,
5010097,1546-12-31,Heemskerk,,,"de prins van Oranje beleent Gerrit heer van Assendelft, na opdracht uit eigen goed, bruiker: Jacob Pietersz en zijn broers, met 31) 2 stucken lants gelegen in den Noortbrouck a) dat ene gelegen in die cleyne made, groot 1 morgen 56 roeden, b) dat ander in die grote made, groot 622 roeden; beyde gecomen van de voorschreven Aelbrecht de Weendt                        ",,Cartul Assumburg~,,,
5010098,1502-03-31,"Heemskerk, Vredericsvenne",,," graaf Enghebrecht van Nassau beleent Gherit van Assendelft met de lenen van zijn vader heer Nicolaes: een stuck lants, door wijlen Dirck van Assendelft uit eigen goed aan ijlen Johan graaf van Nassau opgedragen om van hem in leen te ontvangen, en gelegen zijn achter Dircs huijs, geheten Vrederixvenne       ","noord: Dirc van Assendelft met ""Duvenne"" [= Duijfven?]; oost: Merten Willemsz; zuid: Huge van Diemens erfnamen; west: Dirc van Assendelft met zijn cleine bogaert ",Cartul Assumburg,,,
5010099,1525-08-31,"Heemskerk, Vrederixven",Gysbrecht van Zwieten,Alyt van Kyfhoek vrouwe  van Assendelft,¼ deel van Vrederixven,noordwest: die graft van den huyze van Assumburch; zuidoost: Gysbrecht voorschreven c.s. met 4 geersen; zuidwest: die Maedweg; zuid: die vrouwe van Assendelft mit Cornelis Heynricsz hofstede    ,Cartul Assumburg,,,
5010100,1546-12-31,"Heemskerk, Vredericsvenne",,,"de prins van Oranje, als heer van der Lecke, beleent Geryt heer van Assendelft met een stucke lants geheten Fredericsvenne, gelegen achter die huysinge van Assumburg ",van ouds belend: noord: Duijfvenne; oost: Maerten Willemsz; zuid: Huyge van Diemens erfgenamen; west: een cleyne boomgaert geheten dat Vijmerhof ,Cartul Assumburg~,,,
5010101,1546-12-31,"Heemskerk, de Grote Evertscamp",,,"de prins van Oranje beleent Gerrit heer van Assendelft, na opdracht uit eigen goed, met: 15) ¼ deel van grote Evertscamp, groot voor mijn portie 1 morgen 212 roeden 4 voeten en 6 duimen, welke ik gecoft heb van Bouwen Willemsz . De ½ van deze camp behoort aan de Heilige Geest te Haarlem en ¼ aan Weijn Claes Allertsz te Amsterdam       ",,Cartul Assumburg~,I 61,,
5010102,1546-12-31,Heemskerk,,,"de prins van Oranje beleent Gerrit heer van Assendelft, na opdracht uit eigen goed, met: 32) ½ madt lants en noch 2 ¼ mad gelegen in de Hem, tesamen groot 1 morgen 666 roeden, ende ik gecoft hebbe tiegens Floris Govertsz die tselve althans in hure gebruict            ",,Cartul Assumburg~,III,,
5010103,1546-12-31,Heemskerk,,,"de prins van Oranje beleent Gerrit heer van Assendelft, na opdracht uit eigen goed, met: 33) een stuck lants, daer mij de helft of toebehoort ende Cornelis Gherytsz die ander helft, ende is mijn helft groot 664 roeden 6 voet; bruiker Louris Gerritsz en zijn broer            ",,Cartul Assumburg~,III 58,,
5010104,1546-12-31,Heemskerk,,,"de prins van Oranje beleent Gerrit heer van Assendelft, na opdracht uit eigen goed, met 34) een stucke lants groot 448 roeden, gebruict bij Louris Gerritsz                 ",,Cartul Assumburg~,IV 127,,
5010105,1546-12-31,Heemskerk,,,"de prins van Oranje beleent Gerrit heer van Assendelft, na opdracht uit eigen goed, bruiker: Gysbrecht Ysbrantsz, met:  35) een stucke lants groot 5 geersen weiland, gelegen in Breedweer, groot 1 morgen 369 roeden                   ",,Cartul Assumburg~,IV 57,,
5010106,1539-05-18,Heemskerk,Claes Dircsz en Aelbert Gerritsz ,"Gerrit heer van Assendelft, ridder",een mad in die Noertbruyck in de Hem ,noord: heer Gerrit van Assendelft; oost: Joost Jansz; zuid: Claes Cornelisz; west: die commandeur te Haerlem ,Cartul Assumburg no 338/ Archief Marquette no 1106,III 17,,
5010107,1546-12-31,Heemskerk,,,"de prins van Oranje beleent Gerrit heer van Assendelft, na opdracht uit eigen goed, met: 36) een mad lands gelegen in de Hem, groot 396 roeden dewelcke ick gecoft heb jegens Claes Dircksz, die tselve althans in hure heeft                      .",,Cartul Assumburg~,III 17,,
5010108,1506-08-01,Heemskerk,Heynric Jansz,Frans Claesz van Amsterdam,"een acker, streckende van de Houtweg tot aan die Beyferde wech",noord: Isbrant Pietersz; oost: Beyferderweg; zuid: Claes Jansz; west: Houtweg ,Cartul Assumburg,IX 27,,
5010109,1539-02-26,Heemskerk,"jonge Pieter Pietersz Codde, poorter van Amsterdam  ",heer Gerrit heer van Assendelft,een acker lants gelegen in de ban van Heemskerk in pacht bij Pieter Jacobsz ,noord: Claes Ysbrantsz; oost: de Beyferdeweg; zuid: die Heilige Geest te Haerlem; west: de grote Houtweg ,"Cartul Assumburg no 259,337/Archief Marquette no 1106",IX 27,,
5010110,1546-12-31,Heemskerk,,,"de prins van Oranje beleent Gerrit heer van Assendelft, na opdracht uit eigen goed met: 37) een acker lants die ick gecoft hebbe tegen jonge Pieter Pietersz Codde, wonende in Amsterdam, ende althans gebruict wordt bij Haze Willem van Egmontsdochter                           .",,Cartul Assumburg~,IX 27,,
5010111,1546-12-31,"Heemskerk, die Veercamp [?]",,,"de prins van Oranje beleent Gerrit heer van Assendelft, na opdracht uit eigen goed, met: 12) een stucke lants geheten ""die Weercamp"" gelegen tussen het voorschreven veer ende Duyfvenne, groot 1,5 morgen 346 roeden                          .",,Cartul Assumburg~,II 53,,
5010112,1548-02-17,Heemskerk,Dieuwer Gerrit Arysz weduwe met Willem Gerritsz haar oudste zoon als voogd   ,heer Gerrit heer van Assendelft ,"2 ackeren zaedland, groot 1,5 morgen 18 roeden streckende van de werf daer die voorschreven Dieuwer op woont tot aen die Cuykersweg ",noord oost: de heer van Assendelft; noordwest: de Cuykersweg; zui west: Tryn Louris en haar kinderen; zuidoost: die Hoogdorperweg ,Cartul Assumburg,VI 8,,
5010113,1548-12-14,Heemskerk,"Willem Claesz Badt, inwoner van Heemskerk ",heer Gerrit heer van Assendelft,"vier ackeren in een crofte lants, groot 2 morgen 71,5 roeden, daer die vyfde acker van desen selven croft noortwaart van gelegen is ende toebehoert den Regulieren van Blocker buiten Hoorn ",noord: die Regulieren buiten Hoorn; oost: die Regulieren in die Beverwyc; zuid: de Geylweg; west: die heerweg die men Scilpweg toe  ,Cartul Assumburg,XI 4,,
