Nummer,Heemskerk,Sector,Oppervlakte,Eigenaar,Huurder,Huur/pacht/taxatie,Datum,Bron,Opmerkingen,,,, ,,
4100137,Simon v Lissen camp,ten zuiden van de Zuidmaadweg van het huis Merestein af: zijn weide gelegen noordelijk van de laan van het huis van Haerlem I: 69,2158 roeden,de  heer van Assendelft,Heinrick Meynertsz,,1561,10e penn Inv 74 II  fol 55,,,,,,,
4100138,,ten zuiden van de  Zuidmaadweg van het huis Merestein af zijn hofstede daer het huis op staat met ½ acker zuidwaarts van de wech I: 71 ,359 roeden,de  heer van Assendelft,Cornelis Henricsz,,1561,10e penn Inv 74 II fol 55,,,,,,,
4100139,,ten zuiden van de Zuidmaadweg van het huis Merestein af haar hofstede daer het huis op staat I: 73 ,448 roeden,de  heer van Assendelft,de weduwe van Willem Arisz,,1561,10e penn Inv 74 II fol 7,,,,,,,
4100140,,ten zuiden van de Zuidmaadweg van het huis Merestein af een acker lants in de Commanduerscroft I: 76 ,166 roeden,de  heer van Assendelft,Baert Dircsz,,1561,10e penn Inv 74 II fol 56 ,,,,,,,
4100141,,ten zuiden van de Zuidmaadweg van het huis Merestein af I: 77 ,"eend…. morgen, 47 roeden 4 voet 3 duim ",de  heer van Assendelft,Claes Hugez,,1561,10e penn Inv 74 II fol 56,,,,,,,
4100142,de cleijne Vlietgeers,I: 80,2210 roeden,de  heer van Assendelft,Pieter Allertsz weduwe,,1561,10e penn nv 74 II fol 55v,,,,,,,
4100143,,ten zuiden van de Zuidmaadweg van het huis Merestein af  streckkende van de hofstede daer zij op woont tot de Vlietgeerssloot I: 80 ,2516 roeden,de  heer van Assendelft,Pieter Allertsz weduwe,,1561,10e penn Inv 74 II fol 55v,,,,,,,
4100144,,"ten zuiden van de Zuidmaadweg van het huis Merestein af, de hofstede daer zijn huys op staat met lant daeraan gelegen I: 82    ",812 roeden 6 voet zaailand,de  heer van Assendelft,Henrick Cornelisz,,1561,I10e penn inv 74 II fol 55v,,,,,,,
4100145,de oude thuijn,ten zuiden van de Zuidmaadwegvan het huis Merestein af I: 83 ,228 roeden 9 voet zaailand,de  heer van Assendelft,Dieuwer Gerrit Arijsz weduwe ,,1561,10e penn Inv 74 II fol 56,,,,,,,
4100146,,ten zuiden van de Zuidmaadwegvan het huis Merestein af I: 84 ,940 roeden streckende naar de Vlietgheersloot,de  heer van Assendelft,Dieuwer Gerrit Arijsz weduwe ,,1561,10e penn inv 74 II fol 56,,,,,,,
4100147,die middelste Vlietgeers,ten zuiden van de Zuidmaadweg van het huis Merestein af I: 85,2457 roeden,de  heer van Assendelft,Dieuwer Gerrit Arisz weduwe ,,1561,10e penn inv 74 II fol 56,,,,,,,
4100148,de Zuid Maedweg,ten zuiden van de Zuidmaedweg van het huis Merestein af I: genummerd 1 t/m 85,11 morgen 423 roeden ,,,,1561,"10e penn Inv 74 I fol 1 t/m 6, fol 65 ",,,,,,,
4100149,,polder ten zuiden van de Zuidmaedweg van het huis Merestein af I: 1 ,1810 roeden,Frits van Egmond,jhr Raes van Vervou,50 Kar gld,1561,10e penn inv 74 I fol 1,,,,,,,
4100150,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 2,530 roeden,Bouwen Dircsz,  ,getaxeerd voor3 Kar gld 10 st ,1561,10e penn inv 74 I fol 1,,,,,,,
4100151,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 3,702 roeden,Gerrit Cornelisz,eigen land,getaxeerd voor 4 Kar gld 10 st ,1561,10e penn inv 74 I fol 1,,,,,,,
4100152,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 4,900 roeden,"Aechte Weijnen, van Amsterdam",Symon Baertsz,7 Kar gld 10 st,1561,10e penn inv 74 I fol 1,,,,,,,
4100153,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 5,702 roeden,Jan Pietersz,eigen land ,getaxeerd voor 4 Kar gld 10 st ,1561,10e penn inv 74 I fol 1,,,,,,,
4100154,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 6,1550 roeden,Willem Pietersz uit den Hueck ,Louris Gijsbertsz,22 Kar gld,1561,10e penn inv 74 I fol 1v ,,,,,,,
4100155,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 7,940 roeden ,Jacop van der Duus [van der Does] te Leiden,Maritgen Floris Claesz weduwe ,15 Kar gld,1561,10e penn inv 74 I fol 1v ,,,,,,,
4100156,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 8,600 roeden,"Aechte Willem dochter, van Amsterdam",Gerrit Baerdtsz en Simon Baerdtsz,7 Kar gld 10 st,1561,10e penn inv 74 I fol 1v ,,,,,,,
4100157,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 9,5½ morgen 30 roeden 6 voet 6 duim,de heer van Assendelft,Dirck de Wijs,133 Kar gld 15 st,1561,10e penn inv 74 I fol 1v ,,,,,,,
4100158,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 10,403½ roeden,Maerten Jacopsz met zijn zuster ,Gerrit Claesz en Pieter Dircsz ,4 Kar gld,1561,10e penn inv 74 I fol 1v ,,,,,,,
4100159,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 11,920 roeden,Claes Heyndricsz,Claes Ysbrantsz,39 Kar gld 10 st,1561,10e penn inv 74 I fol 1v ,,,,,,,
4100160,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 12,3500 roeden,mr Pieter van Foreest,Gerrit Claesz  ,80 Kar gld,1561,10e penn inv 74 I fol 2,,,,,,,
4100161,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 13,1950 roeden,Heyndrik steenbicker tot Haerlem,Michiel Thamesz,18 Kar gld,1561,10e penn inv 74 I fol 2,,,,,,,
4100162,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 14,600 roeden,juffr van Zonnevelt (Sonnevelt) ,Huijch Jansz,7 Kar gld ,1561,10e penn inv 74 I fol 2,,,,,,,
4100163,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 15,2200 roeden,Katryn Louris Willem weduwe ,eigen land,getaxeerd voor 15 Kar gld 15 st,1561,10e penn inv 74 I fol 2,,,,,,,
4100164,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 16,5835 roeden,Cornelis Gerritsz,Claes Ysbrantsz,60 Kar gld,1561,10e penn inv 74 I fol 2,,,,,,,
4100165,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 17,3500 roeden,Frits van Egmond,Meynert Heyndricsz en Neeltgen jonge Cornelisz ,52 Kar gld,1561,10e penn inv 74 I fol 2,,,,,,,
4100166,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 18,690 roeden,de Barrevoetezusters tot Haerlem ,Gerrit Hugensz,8 Kar gld 10 st,1561,10e penn inv 74 I fol 2,,,,,,,
4100167,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 19,525 roeden,Dirck Jansz,eigen land ,getaxeerd voor 5 Kar gld ,1561,10e penn inv 74 I fol 2v,,,,,,,
4100168,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 20,692 roeden,Meynert Pietersz,eigen land ,getaxeerd voor 7 Kar gld ,1561,10e penn inv 74 I fol 2v,,,,,,,
4100169,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 21,1970 roeden,de Barrevoetezusters tot Haerlem ,Meynert Heijnricsz ,20 Kar gld 10 st,1561,10e penn inv 74 I fol 2v,,,,,,,
4100170,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 22,2015 roeden,Jan Pietersz,,getaxeerd voor 12 Kar 10 st,1561,10e penn inv 74 I fol 2v,,,,,,,
4100171,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 23,1225 roeden,Willem Luddolfsz,Claes Willem,8 Kar gld ,1561,10e penn inv 74 I fol 2v,,,,,,,
4100172,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 24,1550 roeden,Meynert Heyndricsz,,getaxeerd voor  8 Kar gld,1561,10e penn inv 74 I fol 2v,,,,,,,
4100173,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 25,1570 roeden,Neeltgen Cornelis Gerritsz weduwe,,getaxeerd voor 10 Kar gld,1561,10e penn inv 74 I fol 2v,,,,,,,
4100174,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 26,4070 roeden zijn huis met land,Aernt Willemsz,,,1561,10e penn inv 74 I fol 2v,,,,,,,
4100175,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 27,"4040 roeden haer huijs, comt hier niet",de heer van Assendelft,Maerten Jacopsz en Dirck Jacopsz,50 Kar gld 10 st,1561,10e penn inv 74 I fol 3,,,,,,,
4100176,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 28,2550 roeden,Jan Pietersz,,getaxeerd voor 15 Kar gld,1561,10e penn inv 74 I fol 3,,,,,,,
4100177,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 29,1800 roeden,Frits van Egmond,Neeltgen Cornelis Gerritsz weduwe,zie fol 2 voor de huur,1561,10e penn inv 74 I fol 3,,,,,,,
4100178,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 30,950 roeden (met meer),Frits van Egmond,Meynert Heynricsz,36 Kar gld,1561,10e penn inv 74 I fol 3,,,,,,,
4100179,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 31,1330 roeden met meer [zie: 550 roeden],Frits van Egmond,Cornelis Florisz,22 Kar gld,1561,10e penn inv 74 I fol 3,,,,,,,
4100180,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 32 ,"1) 1400 roeden; 2) dijck; 3) ""haar huijsinge op grond van de heer van Assendelft""",de heer van Assendelft,Willem Pietersz en Jan Pietersz,1) 5 Kar gld 15 st; 2) 9 Kar gld; 3) niet,1561,10e penn inv 74 I fol 3,,,,,,,
4100181,,"ten zuiden van de Zuidmaedweg van het huis Merestein af I: 32, deel","""een stuk lands buitendyks, dan also de dyk op zijn grondbezit is en voort niet ontfangen, daarom hier niet""  ",de heer van Assendelft,Aernt Dircsz,niet,1561,10e penn inv 74 II fol 51v,,,,,,,
4100182,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 32 ,"1) de cleyne ouwe weer, buitendycs; 2) stuk binnendijks 600 roeden; samen groot 1398 roeden  ",de heer van Assendelft,Willem Pietersz ,15 £ ,1561,10e penn inv 74 II fol 51v,,,,,,,
4100183,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 33,670 roeden,Frits van Egmond,Meynert [Heynricsz],de huur: boven,1561,10e penn inv 74 I fol 3,,,,,,,
4100184,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 34,550 roeden,Frits van Egmond,Cornelis Florisz,de huur: boven [zie 950r],1561,10e penn inv 74 I fol 3, ,,,,,,
4100185,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 35,2775 roeden,Jan Pietersz,,getaxeerd voor 27 Kar gld 15 st,1561,10e penn inv 74 I fol 3v,,,,,,,
4100186,[Grofweer],ten zuiden van de Zuidmaedweg van het huis Merestein af I: 36,555 roeden,Cornelis Jansz,,getaxeerd voor 5 Kar gld 10 st,1561,10e penn inv 74 I fol 3v,,,,,,,
4100187,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 37,555 roeden,Simon Jansz,,getaxeerd voor 5 Kar gld 10 st,1561,10e penn inv 74 I fol 3v,,,,,,,
4100188,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 38,673 roeden,Frits van Egmond,Louris Gysbertsz,7 Kar gld,1561,10e penn inv 74 I fol 3v,,,,,,,
4100189,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 39,673 roeden,Frits van Egmond,Louris Heyndricsz,7 Kar gld,1561,10e penn inv 74 I fol 3v,,,,,,,
4100190,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 40,788 roeden,Louris Wynantsz tot Haerlem,Pieter Ghysbertsz,20 Kar gld 10 st,1561,10e penn inv 74 I fol 3v,,,,,,,
4100191,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 41,2391 roeden,de heer van Assendelft,Simen Baertsz,30 Kar gld,1561,10e penn inv 74 I fol 3v,,,,,,,
4100192,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 42,3592 roeden,Cornelis van Zuijren en Heijnrick Coninck tot Haerlem       ,Arijs Lourysz,51 Kar gld,1561,10e penn inv 74 I fol 3v,,,,,,,
4100193,"""die lage hoff"" [Oud Haerlem] ",ten zuiden van de Zuidmaedweg van het huis Merestein af I: 43,3735 roeden,de heer van Assendelft,"Jan Symonsz [Schoorl], schout van Heemskerk",72 £ samen met I 56 ,1561,"10e penn inv 74 I fol 3v, 74 II fol 49",,,,,,,
4100194,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 44,2745 roeden,de heer van Assendelft,Dirck die Wijs,zie fol 1v ,1561,10e penn inv 74 I fol 3v,,,,,,,
4100195,"""de Poelcamp""",ten zuiden van de Zuidmaedweg van het huis Merestein af I: 45,1939 roeden,de heer van Assendelft,Maerten Ysbrantsz,79 Kar gld,1561,"10e penn inv 74 I fol 4, 74 II fol 49v",,,,,,,
4100196,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 46,2258 roeden,Wouter van Bekesteijn,Louris Gijssen en Marytgen Floris Claesz weduwe ,30 Kar gld,1561,10e penn inv 74 I fol 4,,,,,,,
4100197,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 47,1573 roeden,Raes van Treslong tot Leyden,Pieter Dircsz en Gerrit Claesz,38 Kar gld,1561,10e penn inv 74 I fol 4,,,,,,,
4100198,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 48,3867 roeden,Jan van Scooten (Schoten) tot Haerlem,Cornelis Cornelisz,51 Kar gld,1561,10e penn inv 74 I fol 4,,,,,,,
4100199,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 49,137 roeden,"Joost van Dam, in den Hage",Louris Willem Arijsz,1 Kar gld 18 st,1561,10e penn inv 74 I fol 4,,,,,,,
4100200,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 50,956 roeden met meer,de heer van Assendelft,Louris Willem Arisz,zie fol 9,1561,10e penn inv 74 I fol 4,,,,,,,
4100201,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 51,3070 roeden,Ariaen van Zweeten  tot Leyden,Louris Willem Arijsz,81 Kar gld 10 st ,1561,10e penn inv 74 I fol 4,,,,,,,
4100202,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 52,2064 roeden,Michiel Tamesz en Gerrit Thamesz ,,getaxeerd voor 16 Kar gld,1561,10e penn inv 74 I fol 4,,,,,,,
4100203,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 53,1361 roeden,Wouter van Bekesteijn,Michiel Tamesz ,18 Kar gld,1561,10e penn inv 74 I fol 4,,,,,,,
4100204,[die Koeweijde],ten zuiden van de Zuidmaedweg van het huis Merestein af I: 54,2804 roeden,de heer van Assendelft ,Claes Bertolomeusz,36 Kar gld,1561,10e penn inv 74 I fol 4v,,,,,,,
4100205,die Koewijde,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 54?,2804 roeden; fol 49v: 2404 roeden ,de heer van Assendelft ,Louweris Maertens; fol 4 v: Claes Bartelmeusz   ,38 £ 10 st,1561,10e penn inv 74 II fol 49v,,,,,,,
4100206,die Koevenne,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 55 ,2030 roeden,de heer van Assendelft ,Dirck die Wijs,zie fol 1,1561,"10e penn inv 74 I fol 4v, 74 II  fol 49v",,,,,,,
4100207,die Oude Venne,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 56,1830 roeden,de heer van Assendelft ,"Jan Symonsz [Schoorl],  schout van Heemskerk",72 £ samen met I 43  ,1561,"10e penn inv 74 I fol 4v, 74 II  fol 49",,,,,,,
4100208,[Oud Haerlem] ,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 57 ,"""dat hooge hoff met cingelen en graften, groot 2½ morgen 160 roeden 9 voet ",de heer van Assendelft ,Katryn Claes Pieters weduwe [Katryn Dircken],25 £ ,1561,10e penn inv 74 II fol 49,,,,,,,
4100209,[Oud Haerlem] dat hoge hoff,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 57 ,2660 roeden,de heer van Assendelft ,Katryn Claes Pieters weduwe ,25 Kar gld,1561,"10e penn inv 74 I fol 4v, 74 II  fol 49",,,,,,,
4100210,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 58,834 roeden,de heer van Assendelft ,Heynrick Cornelisz,144 Kar gld,1561,10e penn inv 74 fool 4v,,,,,,,
4100211,dat Spaerveld,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 59,4779 roeden; fol 49v: 4789 roeden,de heer van Assendelft ,Marten Ysbrantsz,zie fol 4,1561,"10e penn inv 74 I fol 4v, 74 II  fol 49v",,,,,,,
4100212,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 60,2520 roeden,de heer van Assendelft ,Heyndrick Cornelisz,"huur: ""zie boven""",1561,10e penn inv 74 I fol 4v,,,,,,,
4100213,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 61,4423 roeden,de heer van Assendelft ,Heijndrick Cornelisz,"huur: ""zie boven""",1561,10e penn inv 74 I fol 4v,,,,,,,
4100214,"""die Hartcamp"" ",ten zuiden van de Zuidmaedweg van het huis Merestein af I: 62,3400 roeden met meer ,de heer van Assendelft ,Aaf Garbrant Gerritsz weduwe,56 Kar gld,1561,"10e penn inv 74 I fol 4v, 74 II  fol 49",,,,,,,
4100215,"""de Stekelcamp"" ",ten zuiden van de Zuidmaedweg van het huis Merestein af I: 63,3962 roeden ( 3972 roeden ),de heer van Assendelft ,Cornelis Dircsz,44 Kar gld 12 st 9 d,1561,"10e penn inv 74 I fol 5, 74 II f 49  ",,,,,,,
4100216,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 64,2887 roeden met meer,de heer van Assendelft ,Claes Ysbrantsz,72 Kar gld,1561,10e penn inv 74 I fol 5  ,,,,,,,
4100217,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 65,2700 roeden,de heer van Assendelft ,Guert Claes Ariaensz weduwe,48 Kar gld,1561,10e penn inv 74 I fol 5  ,,,,,,,
4100218,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 66,2362 roeden,de heer van Assendelft ,Gerrit Cornelisz,71 Kar gld,1561,10e penn inv 74 I fol 5  ,,,,,,,
4100219,"""dat Laechgen""",ten zuiden van de Zuidmaedweg van het huis Merestein af I: 67,2369 roeden,de heer van Assendelft ,Pieter Jansz ofte Ysbrant Ysbrandsz,25 Kar gld,1561,"10e penn inv 74 I fol 5, 74 II fol 49  ",,,,,,,
4100220,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 68,1790 roeden met meer,de heer van Assendelft ,Aef Garbrant Gerritsz, fol 4: de huur ,1561,10e penn inv 74 I fol 5  ,,,,,,,
4100221,"""Symon ""Lissencamp""",ten zuiden van de Zuidmaedweg van het huis Merestein af I: 69,2428 roeden,de heer van Assendelft ,Meynert Heyndricsz en Claes Heyndricsz ,32 Kar gld 14 st (33 £ 7 sc),1561,"10e penn inv 74 I fol 5, 74 II fol 49  ",,,,,,,
4100222,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 70,1069 roeden,Gerrit Cornelisz,die Begynen op ten Groten Hof te Haarlem ,14 Kar gld 10 st,1561,10e penn inv 74 I fol 5  ,,,,,,,
4100223,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 71,359 roeden,de heer van Assendelft,Aefve Garbrant Gerrits weduwe, fol 4: de huur,1561,10e penn inv 74 I fol 5v  ,,,,,,,
4100224,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 72,zijn huis,Louris Willem Arisz,,getaxeerd voor 4 Kar gld,1561,10e penn inv 74 I fol 5v  ,,,,,,,
4100225,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 73,448 roeden (een hofstede met de helft van een acker),de heer van Assendelft,Louris Willem Arijsz,fol 9: de huur ,1561,"10e penn inv 74 I fol 5v, 74 II fol 49v  ",,,,,,,
4100226,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 74,"1506 roeden, zijn huis met land",Gerrit Cornelisz,,getaxeerd voor --,1561,10e penn inv 74 I fol 5v  ,,,,,,,
4100227,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 75,4500 roeden,de commenduer tot Harlem,Simon Baerdtsz,30 Kar gld met ½ vat butter(getaxeerd voor 12 Kar gld),1561,10e penn inv 74 I fol 5v,,,,,,,
4100228,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 76,166 roeden,de heer van Assendelft,Simon Baerdtsz, fol 3: de huur,1561,10e penn inv 74 I fol 5v  ,,,,,,,
4100229,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 77,847 roeden,de heer van Assendelft,Dirck Claesz,9 Kar gld 10 st,1561,10e penn inv 74 I fol 5v  ,,,,,,,
4100230,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 78,7330 roeden,,Meynert Pietersz met zijn zusters; Gerrit Claesz met Pieter Dircsz ,Meynerts huur met meer 94 Kar gld; Gerrit Claesz huur met meer land 47 Kar gld; Pieter Dircsz huur met meer 81 Kar gld,1561,10e penn inv 74 I fol 5v  ,,,,,,,
4100231,,"ten zuiden van de Zuidmaedweg van het huis Merestein af I: 79, I: 80 ","2526 roeden I: 80 en 2210 roeden I: 80 en I: 79, zijn huis (eigen huis)  ",de heer van Assendelft,Jan Pietersz,samen voor 98 Kar gld 10 st;  zijn huis getaxeerd voor 4 Kar gld,1561,10e penn inv 74 I fol 6  ,,,,,,,
4100232,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 81,zijn huis (huurt nog 812 roeden),Heyndrick Cornelisz,,getaxeerd voor 3 Kar gld,1561,10e penn inv 74 I fol 6  ,,,,,,,
4100233,,ten zuiden van de Zuidmaedweg van het huis Merestein af I: 82,812 roeden (zie ook eigen huis) ,de heer van Assendelft,Heyndrick Cornelisz,zie fol 4,1561,10e penn inv 74 I fol 6  ,,,,,,,
4100234,,"ten zuiden van de Zuidmaedweg van het huis Merestein af I: 83, I: 84, I: 85  ","I: 83, 228 roeden; I: 84, 940 roeden; I: 85, 2457 roeden ",de heer van Assendelft, Cornelis Gerritsz,59 Kar gld 8 st (met nog meer land),1561,10e penn inv 74 I fol 6  ,,,,,,,
4100235,,"van de dyk tot het veer, ten noorden van de Zuidmaedweg II 1 t/m 62 ",,,,,1561,10e penn inv 74 I fol 6v t/m 9v  ,,,,,,,
4100236,,"van de dijk tot het veer, ten noorden van de Zuidmaedweg II: 1 ",780 roeden,Hillegundt Jan Arysz weduwe ,Louris Willem ,14 Kar gld ,1561,10e penn inv 74 I fol 6v  ,,,,,,,
4100237,,"van de dijk tot het veer, ten noorden van de Zuidmaedweg II: 2",780 roeden,Louris Willem,,getaxeerd voor 6 Kar gld,1561,10e penn inv 74 I fol 6v  ,,,,,,,
4100238,,"van de dijk tot het veer, ten noorden van de Zuidmaedweg II: 3",1560 roeden,Claes Jans dochter te Haerlem ,Huijch Simonsz,20 Kar gld ,1561,10e penn inv 74 I fol 6v  ,,,,,,,
4100239,"[""de Dijckcamp""]","van de dijk tot het veer, ten noorden van de Zuidmaedweg II: 4",2336 roeden,Ariaen van Zwieten tot Leyden; in 1539: Ghijsbert van Zwieten,Louris Willem,fol 4: de huur,1561,10e penn inv 74 I fol 6v  ,,,,,,,
4100240,,"van de dijk tot het veer, ten noorden van de Zuidmaedweg II: 5",3821 roeden,de Regulieren in Beverwijk ,Machtelt Cornelis Woutersz weduwe ,52 Kar gld,1561,10e penn inv 74 I fol 6v  ,,,,,,,
4100241,,"van de dijk tot het veer, ten noorden van de Zuidmaedweg II: 6",2227 roeden,jhr Raes van Vervou,,50 Kar gld,1561,10e penn inv 74 I fol 6v  ,,,,,,,
4100242,,"van de dijk tot het veer, ten noorden van de Zuidmaedweg II: 7",1290 roeden,Michiel Thamesz en Jan Cornelisz   ,,getaxeerd voor 13 Kar gld,1561,10e penn inv 74 I fol 6v  ,,,,,,,
4100243,,"van de dijk tot het veer, ten noorden van de Zuidmaedweg II: 8",1044 roeden,Jan Thonisz; in 1539: Dirc Woutersz ,Louris Dircsz en Wouter Cornelisz ,18 Kar gld 15 st,1561,10e penn inv 74 I fol 6v  ,in 1539 : Dirc Woutersz  ,,,,,,
4100244,,"van de dijk tot het veer, ten noorden van de Zuidmaedweg II: 9",1962 roeden,de heer van Assendelft,Meynert Pietersz  ,fol 5,1561,10e penn inv 74 I fol 7,,,,,,,
