id,datum,naam,inhoud,bron,getuigen,bijzonderheden,,
1060085,1576-1585,Foeck,"1576: Jan Jacobsz Fouck, vroedschap van Schiedam, 1576, 1577, 1578, 1584, 1585 schepen te Schiedam","Wapenheraut jg I: 1, 152, 225",,,,
1060086,1595,Foeck,"Bruno Foeck, van Utrecht studeert in Orleans; 1593-12-18: ingeschreven als student te Leiden; 1603-02-13: huwelijk met Charlotte van Brederode; overleden te Utrecht 1642-07-25, kanonik van de kerk van St Marie",Bijdr Hist Gen Utrecht dl 34 p 323,,,,
1060087,1380-02-02 -1381-02-02,Foeyt,kameraarsrekening Utrecht: opgheboert van borgherschap: dit zijn die nieuwe borghers: Ghisebert Foeyte Meliisz,Codex Dipl Neerl serie 2 dl 2 p77,,,,
1060088,1500~1600,Foeyt,"genoemd: Willem Foeyt, dochter Agnes Foeyt x 1532 Willem van Nyvelt; Willem Foeyt x Barta Oem van Wyngaarden, met 4 kinderen en Floris Foeyt x Alyt d'Edele, 4 kinderen","Batavia Illustrata bl 1021, 1042",,,,
1060089,1666-03-20,Folkers,Hermanus Folckers x Catharina Maria Daey,Wapenheraut jg II: 41,,,,
1060090,,Fonseka,"Maria de Fonseka x Louis Boisot, admiraal, x Willem van Cats",Batavia Illustrata bl 903,,,,
1060091,1346,"Fontenies, de","stierf Isabella dochter van de heer van Fontenies (Frankrijk) x Hendrik van Brederode en van der Leck, 1321 gestorven, kinderloos",Batavia Illustrata bl 887,,,,
1060092,1455,Fontigny,"de heer van Fontigny in Henegouwen x Jenne van Treslong, zij hertrouwd 1455 x Jan van Noortwijk",Batavia Illustrata bl 81123,,,,
1060135,1617-05-11,Foreest,"huwelijk: Ariaen Spijcker, van Utrecht, schrijnwerker, 25 jaar, wonend aldaar en Henrickjen Foreest, 18 jaar, geassisteerd met haar vader mr Anthoni Foreest, wonend in de Bantamsstraet",G.A.Amsterdam DTB 668 fol 97,,,,
1060137,1626-07-01,Foreest,"huwelijk: Christiaen Foreest, van Amsterdam, oud 25 jaar, geassisteerd met zijn zwager Ariaen Spijcker, wonend in de Bantemmerstraet en Jannetie Cornelis, van Amsterdam, oud 19 jaar, geen ouders hebbende, geassisteerd met haar stiefmoeder Ael Claes, wonend als voren. De oom Jacob Coeckebacker heeft verklaart tegen mij niet te zullen opposeren",G.A.Amsterdam DTB 670 fol 174,,,,
1060140,1634-05-13,Foreest,"huwelijk Amsterdam: op akte van Nicolaus Ebenleven, predikant te Benthuysen, ingetekend: Willem Jansse Keijser en Jannetie Cornelis, van Amsterdam, weduwe van Christiaen Foreest, beide wonend te Benthuysen, ""debet leges""",G.A.Amsterdam DTB 765 fol 24,,,,
1060093,1250-07-27,"Foreest, van","vermeld: Machteld de Foresto, in een belending te Reesveld, van land van Willem van Brederode te Reesveld ",v.d. Bergh I no 525,,,,
1060094,1257-06-12,"Foreest, van","uitspraak van de graven van Vlaanderen en Gelre over de twist tussen de bisschop en de stad van Utrecht ener- en Floris, voogd van Holland c.s. anderzijds. Bepaald werd o.a. dat de helpers van Floris o.a. Arnoldus de Foresta, de burgers van Utrecht een termijn van 2 jaar moeten toestaan, waarbinnen deze hun schulden aan hen moesten betalen",v.d. Bergh II no 28,,,,
1060095,1266-08-06,"Foreest, van","het kapittel van St Marie te Utrecht en Dirk van Herlaar bevelen de uitspraak over hun geschil over zekere goederen en tienden tussen Ameide en Meerkerk aan Engelbert, deken van St Marie en Arnoud van Foreest, kanunnik van St Jan. 1267-06-11: zij doen uitspraak","v.d. Bergh II no 138, 158",,,,
1060096,1278-11-29,"Foreest, van","Willem van Foreest, ridder, stelt zijn goederen ter beschikking van zijn drie zoons Herpert, Jan en Nicolaes van Foreest",Batavia Illustrata bl 965,"getuigen: de heer van Voorne, Arend van Heemskerk, Jacob van den Woude, ridders; Herman van Woerden, knape",,,
1060097,1281-1284,"Foreest, van","lenen ten tijde van Floris V: 256) Hardenbernus de Foreest, officium de Foreest [een ambachtje tussen Reeuwijk en Boskoop] met tienden en land",De Fremery no 228,,,,
1060098,1293-08-12 (1393),"Foreest, van","stierf Harper van Friest, priester en monnik van ons convent, omgebracht in het jaar 1293 [Van Wijn heeft: 1393]",Kroniek Egmond p 270; Van Wijn: Necrologium/J Hof: Abdij Egmond p 479,,,,
1060099,1297-10-09,"Foreest, van~",Arnoldus de Foresto vermeld als decanus te Utrecht,v.d. Bergh II no 1014,,,,
1060100,1326-03-19,"Foreest, van","Arnoud van Gronevelde, ridder, Jan van Pollanen, Dieric van der Does, Jan van Foreest, Dieric van Zanen, Enghebrecht van Voerscoten en Dieric van Zandwic, knapen, oorkonden het huwelijksverdrag tussen jvr Machtelde, dochter van Dieric van Oudshorne, ridder, met Heynric van Santhorst (neef van de oorkonders) en heer Dieric zal aan Heynric van Santhorst 400 £  betalen ",Van Mieris II p 382,,,,
1060101,1327-01-02,"Foreest, van","bevestiging van de lijftocht op het land te Speckwijck en de tienden te Middelburg, door Jan van Foreest aan zijn vrouw jvr Aleyde gemaakt",Reg Hann p 156,,,,
1060102,1334-01-18,"Foreest, van","de bisschop van Utrecht ontheft de volgende personen van hun kerkelijke ban, uitgesproken wegens hun geweld en roof te Gein en Maarsenbroek: Johannes van Polanen, Swederus van Vyanen, Wilhelmus de Duvenvoorde, Harbertus de Riede, milites, Wilhelmus de Outshoorne, Fredericus de Sterre, Henricus dictus Spayart, Gerardus Pape, Stephanus van der Vaert, Thidemannus Batenburch, Johannes Vriese, Wernerus de Vyanen, Wilhelmus van der Mere, Ghiselbertus dictus Backer, Wilhelmus Monke, Theodericus Marseman, Theodericus de Outshorne, Floris van der Bouchorst, Johannes de Papendrecht, Sproenc van den Etwaer, Scade Bolie, Theodericus Spaerneman, Theodericus dictus Zeyst, Dullaert [afschrift: Dirk van Zeyst, gezegd Dallaert], Johannes van der Wateringe, Christianus Dibbart, Pontianus de Lakervelt, Al. dictus Stamer, Hubertus en Stephanus  Sluteri, Juvenes Coerf, Johannes de Foriest, armigeri",Van Mieris II p 558,,,,
1060103,1334,"Foreest, van","renten uit de Broek te Mordrecht: heer Jacob van Scobben 19 ½ viertel land, per viertel 5 ½ sc 1 hoen; o.a. Harper van Foreest 1 viertel 5 ½ sc 1 hoen",Rek Hen Huis I p 216,,,,
1060104,1343,"Foreest, van",uitgaven rentmeester van Noordholland: Pellekijn ghesend met mijns heren brief van Biemond aan Janne van Foreest 12d,Rek Hen Huis II p 66,,,,
1060105,1348-01-03,"Foreest, van","lenen in Rijnland: - Harper [van Foreest] ontving ten rechten leen het officium de Middelborch [ZH] met 300 jugeribus; - in Coudekerke: Harparus 14 morgen, geheten die Bate, belend oost: zijn broer Dirric van Foreest en zijn vader Jan",Bijdr Hist Gen jg 1901 p 246/Reg EL 5 fol 62v,,,,
1060107,1381-02-15,"Foreest, van","hertog Albrecht doet uitspraak over de doodslagen in Haarlem: Jan Fyenzoon zal men ghelden 400 £ door Jan Louwerysz en zijn magen, en deze zoen zullen smaldelen Jan van Foreest en Gheryt van Sperrewoude",Van Mieris III p 366,,,,
1060108,1381-04-30,"Foreest, van",stierf Agatha van Forest die 15 £ besproken heeft in het jaar 1381,Kroniek Egmond p 260,,,,
1060109,1382-01-24 (1381),"Foreest, van","""mijn here en Dirc van Foreest is aanbestorven van Gheertruden Dircswijff voersz die bastaard was, alle goederen in Kennemerland of Noordholland die zij bezaten; mijn here zal de goederen in Waterland hebben, en heeft daarvoor 175 oude scilde betaald""",Van Mieris III p 378,,,,
1060110,1390-01-21 (1389),"Foreest, van","hertog Willem beveelt het gerecht van Haarlem af te konden dat ""zij die enich ghebrec hadden an denghene die voor Jans huys van Foreest waren tieghens Willem Cuser of enich van deghenen die buten geweest hebben, enich gebrech hadden aen gemant binnen Haerlem, het binnen 14 dagen souden aengeven""",Inv Arch Haarlem p 6,,Haarlem,,
1060111,1393-08-12,"Foreest, van","stierf Harpertus de Friest, sacerdos, monachus ",Necrologium Egmond/Van Wijn: Huiszittend Leven II p 122,,,,
1060112,1394-11-11,"Foreest, van",Dirc Copoedenz (?) geeft aan Dirc van Foreest in erfhuur een half huis en erf gelegen aan het Sparen in Haarlem,Inv Arch Haarlem p 179,,Haarlem,,
1060113,1397-12-12,"Foreest, van","hertog Albrecht belooft aan Willem den Cuser, vader van heer Coen, dat zeker land gelegen buitendijks bij Zaenderdam en een derde van een korentiende buiten Delft na de dood van Coen van Oisterwijck zal komen op Willem de Cuser, jongere zoon van Jan van Foreeest en jvr IJde heer Coenendochter","Liber 5 dl 2 fol 266, 476v, Blois 15, 1397-1402 fol 3v",,,,
1060114,1403-03-04,"Foreest, van",hertog Albrecht wijst de 33 aanzienlijkste burgers van Haarlem aan om daaruit de schepenen te kiezen: o.a. Jan van Foreest,Van Mieris III p 775,,Haarlem,,
1060115,1406-06-18>,"Foreest, van",lijst van personen die het zoengeld wegens de doodslag binnen Haarlem op Jan van Zevenbergen moeten betalen: o.a. Jan van Foreest,Rechtspraak Graaf van Holland II p 216,,,,
1060116,1407-08-08,"Foreest, van","Jan van den Woude heer van Warmond, Dirck van Swieten, Reynier Doverden [Dever], ridders; Jan van den Woude, Jan van der Bouckhorst, Jan van Foreest, Simon van der Schuren, knapen, welgeboren heemraden van Rynland",Van Mieris IV p 72,,,,
1060117,1407,"Foreest, van",Jan van Foreest beschuldigd van breuken te Haarlem,Rechtspraak Graaf van Holland II p 230,,,,
1060118,1407~,"Foreest, van","dit zijn Willem Cusers maghe: Dirc van Swieten met zijn kinderen, Claes van Swieten Pietersz met zijn broers, Jans kinder van Foreest, Dirc van Heemskerk, Willem die Grebber met zijn broer en zoon, Jan die Boel, Jan van Haerlem, woont te Geervliet, Steven van Haerlem, zijn zoon, woont te Haarlem, Jan van Haerlem, woont te Alkmaar, Pieter van Heemskerk, heer Gerrits Boelenz woont te Haerlem, heer Gerrit van Liesveld, Heynric van der Woert, Gielis van Voerscoten, woont met heer Dirc van der Lee",Rechtspraak Graaf van Holland II p 33,,,,
1060119,1408,"Foreest, van","hertog Willem oorkondt dat …. van Foreest tot lijftocht voor zijn vrouw jvr Alide Jansdochter van den Woude gemaakt heeft 40 Engl nobelen per jaar uit zijn leengoed: 1. op de helft van de tiende te Scoten, waarvan de heer van Brederode de andere tweederde  heeft, 2. op het bos te Scoten met het land dat daartoe behoort, 3. vier morgen land in het veen, 4. op de hofstede van Aemstel, met het land dat daartoe behoort",R.A.H. Coll Aanw 53 fol 69v,,,,
1060120,1417-12-13,"Foreest, van","gravin Jacoba beveelt de schout van Haarlem de goederen aldaar van degenen die hadden geholpen om Gorinchem van haar te veroveren, te verkopen, o.a. van Harper van Foreest",Van Mieris IV p 436,,,,
1060121,1419-07-25,"Foreest, van","Harber van Foreest, schout; Jan Wouter Simonsz [Persyn?], Willem van Saanden, Doeve van Rietwijk, Jan Simon Luytgensz, Jan Jan Martynsz, Simon Simonsz, Dirk Jan Claes Florisz, schepenen; Jan Lottynsz, Floris Uitecamp, Jorden Claasz, Barthoud van Assendelft, raden van Haarlem",Van Mieris IV p 536,,,,
1060122,1419-08-01,"Foreest, van","Aelbrecht van Foreest en Gheryt jonge Martijnz delen het land dat zij gezamenlijk hebben in Berchambacht, belend oost: Deelynen Gysbrecht Hellevoetsweduwe en Pieter van Foreest, west: Claes Oudevaers kinderen. Aelbrecht krijgt het land en renten tussen de Kerkweg en de Lekdijk en 2 campen gelegen op het Rot; Gheryt krijgt 2 campen tussen de Kerkweg en de Cadijk",Cartul Klooster in de Hem Inv no 119/II fol 64,,,,
1060123,1420-09-11,"Foreest, van","Ysbrand van der Laen, baljuw van Kennemerland en Vriesland, Harper van Foreest, Jan van Bakenes, Gerrit uten Hage, Dirck van der Speck, Willem van Assendelft, Claes Florisz, Jan Florisz Galen, 's graven mannen, doen uitspraak over het ongelijk dat Claes van Ruyven aan Adriaen van der Woert te Haarlem gedaan heeft",Van Mieris IV p 557,,,,
1060124,1422-04-26,"Foreest, van","hertog Johan oorkondt dat hij met deze brief zijn schout van Haarlem, Herper van Foreest, consenteerd over punten betreffende de stad Haarlem ",Van Mieris IV p 631,,Haarlem,,
1060125,1440-02-26,"Foreest, van","hertog Philips machtigt zijn raad, Willem heer te Naaldwijc, rentmeester generaal van Holland, Zeelandt en Vriesland, om het slot en de heerlijkheid van Purmerend, de ambachtsheerlijkheid van Schoorl, leengoederen van de grafelijkheid die Gerrit van Zijl hield, en een hofstad met 6 morgen land te Ouderkerk, die Herberen van Foreest wegens schuld heeft moeten verkopen, aan de kopers te transporteren",Arch Montfoort regest no 535/Van Mieris Vervolg p 17,,,,
1060126,1479-02-26,"Foreest, van","voor Willem Florijs en meester Jan Diericxz, schepenen in Haarlem, geven Floris van Adrichem Willemsz en Jan van Foreest, uit naam en als voogd van zijn drie kinderen bij wijlen jvr Baertraedt, Andries broers zoons dochter, in haar leven getrouwd met Jan van Foreest, namelijk Adriaan, Cornelis en Andries, opdracht aan den pastoor van het Bagijnhof te Haarlem, enige renten gevestigd op 2 huizen binnen Haarlem op de Volresgraft,  ""voir de eewige grafganck van wijlen joncvrou Aerlant van der Bouchorst ende van joncvrou Jacob Florusdochter van Adrichem"" kwijt te schelden",Bijdr Gesch Bisdom Haarlem X p 140/Arch Begijnhof Inv no 419 regest no 238,,,,
1060127,1499-12-13,"Foreest, van","hertog Philips vergunt aan Harper van Foreest om  over zijn leengoederen te mogen disponeren tbv zijn drie dochter, en confirmeert zijn testament; testament 1499-09-18",R.A.H. 111 Caput Noordholland fol 12..t/m 129/Reg Archidux fol 28,,,,
1060128,1502-03-15 (1501),"Foreest, van","hertog Philips beleent Maria van Foreest, middelste dochter van Herbaren van Foreest met het ambacht van Middelburch, de helft van 19 maden land, buitendijks bij Saenderdam. Crispijn Jansz [van Boschuysen] haar gekozen voogd, doet hulde voor haar",R.A.H. 111 Caput Noordholland fol 129v/Reg Archidux fol 30v,,,,
1060129,1502-03-15 (1501),"Foreest, van","hertog Philips beleent jvr Anna van Foreest, dochter van Herpert van Foreest, met de helft van 19 maden land te Saenderdam, buitendijks, een camp land van 6 maden te Aelbrechtsberg en nog een made aldaar, en 1/3 deel van een corentiende bij Delft, daar heer Philips van Polanen en Jan Heerman de andere twee delen van bezitten. Hulde doet voor haar Crispijn Jansz, haar gekozen voogd. In margine: op 02-06-1539 doet Herman Hermansz van Grootveld, gemachtgd bij brieven van procuratie gepasseerd in de griffie van het Hof van Holland, dd 03-05-1539, de eed voor jvr Anna van Foreest, weduwe van Aelbrecht van Egmondt, in plaats van wijlen Crispijn Jansz van Boschuysen",R.A.H. 111 Caput Noordholland fol 131v/Reg Archidux fol 30v,,,,
1060130,1502-03-18 (1501),"Foreest, van","hertog Philips beleent jvr Ursula Herpersdochter van Foreest met de lenen haar aanbestorven van haar vader: - ⅓ deel van de tienden van Schoten, waarvan de heer van Brederode ⅔ heeft; - te Waverveen een corentiende en een smaltiende; - in de ban van Ailbrechtsberg een camp land van 6 maden, belend oost en west: Willem Snel, en nog een mat land aldaar, samen met Lysbet Rogiersweduwe en haar kinderen; - het ambacht met het land van Schoterbosch, belend zuid: het kapittel uytter Hage, noord: Willem van Zaenden Symonsz en west: de wateringe die Delft geheten, strekkende oostwaarts in het Spaerne; - 19 maden buitendijks bij Saanderdam; - ⅓ deel van een corentiende bij Delft, ⅔ daarvan zijn van Philips van Polanen en Jan Heerman; - het ambacht van Middelburch. In margine: op 28-11-1522 doet Herber van Borselen de eed voor zijn moeder Ursula van Foreest, weduwe van Jacob van Borsselen",R.A.H. 111 Caput Noordholland fol 134/Reg Archidux fol 31v,,,,
1060131,1585-02-07,"Foreest, van","schout en schepenen van Spaerenwoude oorkonden dat Willem Huijgesz voor zichzelf en zijn broer Jan, zoons van Huych Willemsz, samen verkocht hebben aan Maeritgen Cornelisdochter, weduwe van Willem van Ffoereest, poorteresse binnen Haerlem, een stuk land van ongeveer 5 maden in de ban van Sperwoude op de Laegendyck, belend noord: Jan Ffranssz, zuid: de Lage dyck, strekkende van de Lagedijk tot de Watering toe",R.A.H. Recht Arch 1947 Transportregister Sparenwoude,,,,
1060132,1590-09-08,"Foreest, van","huwelijk intekening kerk Amsterdam: Jacob van Foreest, 32 jaar, wonende op de Niesyts Voorburgwal, geassisteerd met zijn vader Dierck Jacobsz van Foreest en zijn moeder Martgen Cornelisdochter, en Maritgen van Walbeeck, van Deventer, 22 jaar, geassisteerd met haar moeder Joanna Voets, haar broer Jacob van Walbeek en haar zusters Catharina en Anna van Walbeek, met belofte haar vaders consent te tonen",DTB Amsterdam no 405 fol 333 no 2,,,,
1060133,1591-01-24,"Foreest, van","schout en schepenen van Sparenwoude oorkonden dat Arent Tonis van Amesteredamme cs verkopen aan Maritgen Cornelisdochter, weduwe van Willem van Foreest, de rechter helft, namelijk 7 made land genoemd de Ven, ""met een werffken daerinne gelegen, ooc het noortgen van dien daer aen leggende in onsen banne van Sparwoude""; belend zuid: de Lede, noord: Pieter Geltsack met die Lede, oost: de waterschuttinge of de Laege dyck, en nog de rechter helft van een halve made land in Ouerhem, belend zuidwest: de Leprozen buiten Haerlem, noordwest: Hillegont Cornelisdochter, noordoost: de Leprozen en Hillegond, zuidoost: de Lede, welke landen gemeen liggen met Maritgen Cornelisdochter",R.A.H. Recht Arch 1948 Transportregister Sparenwoude,,,,
1060134,1595-07-16,"Foreest, van","schout en schepenen van Sparenwoude oorkonden dat Claes Jansz, buurman te Sparendam, verkocht heeft aan Maritgen Cornelisdochter, weduwe van Willem van Foreest, een stuk land groot 3 hont, belend west: de weduwe van Derrick Marttens, noordoost: Jan Deericxz Paun (?), strekkende van de weduwe van Derrick Martens weiland af tot in het meertje toe",R.A.H. Recht Arch 1948 Transportregister Sparenwoude,,,,
1060136,1625-06-13,"Foreest, van","huwelijk: Jacob van Foreest jr, van Amsterdam, 28 jaar, geassisteerd met zijn vader Jacob van Foreest, wonend Monckelbaansburghwal en Saartie Michiels, van Amsterdam, 24 jaar, geassisteerd met haar vader Michiel Cornelisz Blaeuw, wonend als voren",G.A.Amsterdam DTB 430 fol 141,,,,
1060138,1631-06-03,"Foreest, van","gedoopt in de Nieuwe Kerk in Amsterdam: Styntje, dochter van Jacob van Foreest en Sara Michgiels Blau, getuige: Jan Michgielsz Blau",G.A.Amsterdam DTB no 41 fol 70v,,,,
1060139,1631,"Foreest, van",De Oude Schans: Jacob van Foreest de jonge 45 £; Jacob van Foreest weduwe 120 £; Heeregraft: Cornelis van Foreest 100 £ ,"Frederiks: Quohier 200e penning Amsterdam p 30, 42",,,,
1060141,1652-07-12,"Foreest, van","huwelijk Amsterdam: Johannes Hooft, van Amsterdam, koopman, 29 jaar, geassisteerd met zijn vader Jan Luijkensz Hooft, wonend in de Niew Houttuijnen en Debora van Foreest, van Amsterdam, geassisteerd met haar moeder Saertie Michiels, wonend op de Oude Schans",G.A.Amsterdam DTB 470 fol 85,,,,
1060142,1658-03-22,"Foreest, van","huwelijk Amsterdam: Everart van Harn, van Arnhem, koopman, 29 jaar, geassisteerd met zijn broer Josias van Harn, de moeder aldaar, wonende op de Oude Turfmarckt, de geboden zijn te Arnhem gegaan en Maria van Foreest, van Amsterdam, oud 28 jaar, geassisteerd met haar moeder Sara Blaeuw, wonend op de Oude Schans",G.A.Amsterdam DTB 478 fol 254,,,,
